,FSC,Visa Class,Issuances,source,year_month
2723,Albania,SB1,2,2021-April,2021-04-01
2724,Albania,SE,8,2021-April,2021-04-01
2725,Algeria,CR1,30,2021-April,2021-04-01
2726,Algeria,DV,55,2021-April,2021-04-01
2727,Algeria,FX,21,2021-April,2021-04-01
2728,Algeria,IR1,61,2021-April,2021-04-01
2729,Algeria,IR2,11,2021-April,2021-04-01
2730,Algeria,IR5,9,2021-April,2021-04-01
2731,Angola,FX,1,2021-April,2021-04-01
2732,Angola,I5,1,2021-April,2021-04-01
2733,Angola,IR5,1,2021-April,2021-04-01
2734,Antigua and Barbuda,CR1,1,2021-April,2021-04-01
2735,Antigua and Barbuda,CR2,1,2021-April,2021-04-01
2736,Antigua and Barbuda,F1,3,2021-April,2021-04-01
2737,Antigua and Barbuda,F2B,1,2021-April,2021-04-01
2738,Antigua and Barbuda,IR1,2,2021-April,2021-04-01
2739,Argentina,CR1,12,2021-April,2021-04-01
2740,Argentina,CR2,1,2021-April,2021-04-01
2741,Argentina,E1,1,2021-April,2021-04-01
2742,Argentina,E2,3,2021-April,2021-04-01
2743,Argentina,F4,1,2021-April,2021-04-01
2744,Argentina,FX,2,2021-April,2021-04-01
2745,Argentina,IR1,22,2021-April,2021-04-01
2746,Argentina,IR2,15,2021-April,2021-04-01
2747,Argentina,IR5,11,2021-April,2021-04-01
2748,Argentina,SB1,4,2021-April,2021-04-01
2749,Armenia,CR1,13,2021-April,2021-04-01
2750,Armenia,E1,1,2021-April,2021-04-01
2751,Armenia,E3,4,2021-April,2021-04-01
2752,Armenia,F1,12,2021-April,2021-04-01
2753,Armenia,F2B,3,2021-April,2021-04-01
2754,Armenia,FX,10,2021-April,2021-04-01
2755,Armenia,IR1,10,2021-April,2021-04-01
2756,Armenia,IR2,13,2021-April,2021-04-01
2757,Armenia,IR5,27,2021-April,2021-04-01
2758,Armenia,SB1,1,2021-April,2021-04-01
2759,Australia,CR1,16,2021-April,2021-04-01
2760,Australia,I5,1,2021-April,2021-04-01
2761,Australia,IR1,16,2021-April,2021-04-01
2762,Australia,IR2,1,2021-April,2021-04-01
2763,Australia,IR5,5,2021-April,2021-04-01
2764,Australia,SB1,3,2021-April,2021-04-01
2765,Austria,CR1,2,2021-April,2021-04-01
2766,Austria,E1,1,2021-April,2021-04-01
2767,Austria,IR1,2,2021-April,2021-04-01
2768,Austria,IR5,3,2021-April,2021-04-01
2769,Austria,SB1,2,2021-April,2021-04-01
2770,Azerbaijan,CR1,2,2021-April,2021-04-01
2771,Azerbaijan,DV,9,2021-April,2021-04-01
2772,Azerbaijan,I5,4,2021-April,2021-04-01
2773,Azerbaijan,IR1,2,2021-April,2021-04-01
2774,Azerbaijan,IR2,1,2021-April,2021-04-01
2775,"Bahamas, The",CR1,1,2021-April,2021-04-01
2776,"Bahamas, The",E3,7,2021-April,2021-04-01
2777,"Bahamas, The",F1,1,2021-April,2021-04-01
2778,"Bahamas, The",F3,1,2021-April,2021-04-01
2779,"Bahamas, The",FX,2,2021-April,2021-04-01
2780,"Bahamas, The",IR5,15,2021-April,2021-04-01
2781,"Bahamas, The",SD,1,2021-April,2021-04-01
2782,Bahrain,CR1,1,2021-April,2021-04-01
2783,Bahrain,E3,4,2021-April,2021-04-01
2784,Bahrain,IR2,1,2021-April,2021-04-01
2785,Bangladesh,CR1,32,2021-April,2021-04-01
2786,Bangladesh,E2,2,2021-April,2021-04-01
2787,Bangladesh,F4,38,2021-April,2021-04-01
2788,Bangladesh,FX,4,2021-April,2021-04-01
2789,Bangladesh,IR1,77,2021-April,2021-04-01
2790,Bangladesh,IR2,20,2021-April,2021-04-01
2791,Bangladesh,IR5,24,2021-April,2021-04-01
2792,Barbados,F1,3,2021-April,2021-04-01
2793,Barbados,F2B,2,2021-April,2021-04-01
2794,Barbados,FX,3,2021-April,2021-04-01
2795,Barbados,IR1,2,2021-April,2021-04-01
2796,Barbados,IR2,1,2021-April,2021-04-01
2797,Belarus,CR1,1,2021-April,2021-04-01
2798,Belarus,E1,1,2021-April,2021-04-01
2799,Belarus,F2B,1,2021-April,2021-04-01
2800,Belarus,F4,1,2021-April,2021-04-01
2801,Belarus,IR1,3,2021-April,2021-04-01
2802,Belarus,IR2,3,2021-April,2021-04-01
2803,Belarus,IR5,1,2021-April,2021-04-01
2804,Belarus,SB1,2,2021-April,2021-04-01
2805,Belgium,CR1,3,2021-April,2021-04-01
2806,Belgium,FX,1,2021-April,2021-04-01
2807,Belgium,IR1,3,2021-April,2021-04-01
2808,Belgium,IR2,1,2021-April,2021-04-01
2809,Belgium,IR5,1,2021-April,2021-04-01
2810,Belgium,SQ,2,2021-April,2021-04-01
2811,Belize,CR1,1,2021-April,2021-04-01
2812,Belize,FX,1,2021-April,2021-04-01
2813,Belize,IR1,1,2021-April,2021-04-01
2814,Belize,IR2,4,2021-April,2021-04-01
2815,Belize,IR5,9,2021-April,2021-04-01
2816,Benin,CR1,2,2021-April,2021-04-01
2817,Benin,FX,1,2021-April,2021-04-01
2818,Benin,IR1,6,2021-April,2021-04-01
2819,Benin,IR2,9,2021-April,2021-04-01
2820,Benin,IR5,3,2021-April,2021-04-01
2821,Benin,SE,2,2021-April,2021-04-01
2822,Bermuda,F1,2,2021-April,2021-04-01
2823,Bhutan,CR1,1,2021-April,2021-04-01
2824,Bhutan,DV,2,2021-April,2021-04-01
2825,Bolivia,F2B,2,2021-April,2021-04-01
2826,Bolivia,F4,6,2021-April,2021-04-01
2827,Bolivia,IR1,10,2021-April,2021-04-01
2828,Bolivia,IR2,8,2021-April,2021-04-01
2829,Bosnia-Herzegovina,CR1,1,2021-April,2021-04-01
2830,Bosnia-Herzegovina,E2,1,2021-April,2021-04-01
2831,Bosnia-Herzegovina,F4,12,2021-April,2021-04-01
2832,Bosnia-Herzegovina,FX,1,2021-April,2021-04-01
2833,Bosnia-Herzegovina,IR1,2,2021-April,2021-04-01
2834,Bosnia-Herzegovina,IR5,15,2021-April,2021-04-01
2835,Botswana,CR1,1,2021-April,2021-04-01
2836,Botswana,IR1,1,2021-April,2021-04-01
2837,Brazil,CR1,15,2021-April,2021-04-01
2838,Brazil,CR2,1,2021-April,2021-04-01
2839,Brazil,E2,6,2021-April,2021-04-01
2840,Brazil,E3,4,2021-April,2021-04-01
2841,Brazil,EW,2,2021-April,2021-04-01
2842,Brazil,F3,1,2021-April,2021-04-01
2843,Brazil,FX,5,2021-April,2021-04-01
2844,Brazil,I5,2,2021-April,2021-04-01
2845,Brazil,IR1,83,2021-April,2021-04-01
2846,Brazil,IR2,42,2021-April,2021-04-01
2847,Brazil,IR5,2,2021-April,2021-04-01
2848,Brazil,SB1,4,2021-April,2021-04-01
2849,Bulgaria,CR1,2,2021-April,2021-04-01
2850,Bulgaria,DV,2,2021-April,2021-04-01
2851,Bulgaria,E3,3,2021-April,2021-04-01
2852,Bulgaria,FX,1,2021-April,2021-04-01
2853,Bulgaria,IH3,6,2021-April,2021-04-01
2854,Bulgaria,IR1,3,2021-April,2021-04-01
2855,Bulgaria,IR2,1,2021-April,2021-04-01
2856,Bulgaria,IR5,22,2021-April,2021-04-01
2857,Burkina Faso,CR1,1,2021-April,2021-04-01
2858,Burkina Faso,FX,13,2021-April,2021-04-01
2859,Burkina Faso,IH3,1,2021-April,2021-04-01
2860,Burkina Faso,IR2,8,2021-April,2021-04-01
2861,Burkina Faso,IR5,5,2021-April,2021-04-01
2862,Burma,CR1,2,2021-April,2021-04-01
2863,Burma,F1,1,2021-April,2021-04-01
2864,Burma,F4,7,2021-April,2021-04-01
2865,Burma,FX,2,2021-April,2021-04-01
2866,Burma,IR1,10,2021-April,2021-04-01
2867,Burma,IR2,4,2021-April,2021-04-01
2868,Burundi,FX,2,2021-April,2021-04-01
2869,Burundi,IR1,3,2021-April,2021-04-01
2870,Cabo Verde,F1,11,2021-April,2021-04-01
2871,Cabo Verde,F2B,18,2021-April,2021-04-01
2872,Cabo Verde,F3,2,2021-April,2021-04-01
2873,Cabo Verde,F4,3,2021-April,2021-04-01
2874,Cabo Verde,FX,14,2021-April,2021-04-01
2875,Cabo Verde,IR1,1,2021-April,2021-04-01
2876,Cabo Verde,IR2,6,2021-April,2021-04-01
2877,Cabo Verde,IR5,7,2021-April,2021-04-01
2878,Cabo Verde,SB1,2,2021-April,2021-04-01
2879,Cambodia,CR1,6,2021-April,2021-04-01
2880,Cambodia,DV,2,2021-April,2021-04-01
2881,Cambodia,F3,4,2021-April,2021-04-01
2882,Cambodia,FX,3,2021-April,2021-04-01
2883,Cambodia,IR1,11,2021-April,2021-04-01
2884,Cambodia,IR2,3,2021-April,2021-04-01
2885,Cambodia,IR5,179,2021-April,2021-04-01
2886,Cameroon,CR1,10,2021-April,2021-04-01
2887,Cameroon,DV,14,2021-April,2021-04-01
2888,Cameroon,E3,3,2021-April,2021-04-01
2889,Cameroon,F1,4,2021-April,2021-04-01
2890,Cameroon,F2A,1,2021-April,2021-04-01
2891,Cameroon,F2B,6,2021-April,2021-04-01
2892,Cameroon,F4,2,2021-April,2021-04-01
2893,Cameroon,FX,62,2021-April,2021-04-01
2894,Cameroon,IR1,15,2021-April,2021-04-01
2895,Cameroon,IR2,48,2021-April,2021-04-01
2896,Cameroon,IR5,166,2021-April,2021-04-01
2897,Cameroon,SB1,3,2021-April,2021-04-01
2898,Cameroon,SE,6,2021-April,2021-04-01
2899,Canada,CR1,70,2021-April,2021-04-01
2900,Canada,CR2,2,2021-April,2021-04-01
2901,Canada,E2,2,2021-April,2021-04-01
2902,Canada,E3,7,2021-April,2021-04-01
2903,Canada,F3,1,2021-April,2021-04-01
2904,Canada,IR1,95,2021-April,2021-04-01
2905,Canada,IR2,28,2021-April,2021-04-01
2906,Canada,IR5,2,2021-April,2021-04-01
2907,Cayman Islands,E3,1,2021-April,2021-04-01
2908,Central African Republic,IR5,1,2021-April,2021-04-01
2909,Chad,DV,1,2021-April,2021-04-01
2910,Chad,IR1,3,2021-April,2021-04-01
2911,Chad,IR2,1,2021-April,2021-04-01
2912,Chad,IR5,1,2021-April,2021-04-01
2913,Chile,CR1,3,2021-April,2021-04-01
2914,Chile,DV,9,2021-April,2021-04-01
2915,Chile,E1,6,2021-April,2021-04-01
2916,Chile,E2,5,2021-April,2021-04-01
2917,Chile,E3,4,2021-April,2021-04-01
2918,Chile,EW,4,2021-April,2021-04-01
2919,Chile,F1,3,2021-April,2021-04-01
2920,Chile,F2B,1,2021-April,2021-04-01
2921,Chile,F3,9,2021-April,2021-04-01
2922,Chile,F4,7,2021-April,2021-04-01
2923,Chile,FX,1,2021-April,2021-04-01
2924,Chile,IR1,9,2021-April,2021-04-01
2925,Chile,IR2,3,2021-April,2021-04-01
2926,Chile,IR5,33,2021-April,2021-04-01
2927,China - mainland born,CR1,62,2021-April,2021-04-01
2928,China - mainland born,CR2,19,2021-April,2021-04-01
2929,China - mainland born,CX,1,2021-April,2021-04-01
2930,China - mainland born,E1,4,2021-April,2021-04-01
2931,China - mainland born,E3,2,2021-April,2021-04-01
2932,China - mainland born,F1,1,2021-April,2021-04-01
2933,China - mainland born,F2B,4,2021-April,2021-04-01
2934,China - mainland born,F3,4,2021-April,2021-04-01
2935,China - mainland born,F4,20,2021-April,2021-04-01
2936,China - mainland born,FX,1326,2021-April,2021-04-01
2937,China - mainland born,I5,12,2021-April,2021-04-01
2938,China - mainland born,IB1,1,2021-April,2021-04-01
2939,China - mainland born,IR1,105,2021-April,2021-04-01
2940,China - mainland born,IR2,45,2021-April,2021-04-01
2941,China - mainland born,IR5,16,2021-April,2021-04-01
2942,China - mainland born,IW,3,2021-April,2021-04-01
2943,China - mainland born,SB1,34,2021-April,2021-04-01
2944,China - mainland born,SE,1,2021-April,2021-04-01
2945,China - Taiwan born,CR1,6,2021-April,2021-04-01
2946,China - Taiwan born,CR2,1,2021-April,2021-04-01
2947,China - Taiwan born,DV,9,2021-April,2021-04-01
2948,China - Taiwan born,E1,9,2021-April,2021-04-01
2949,China - Taiwan born,E2,48,2021-April,2021-04-01
2950,China - Taiwan born,E3,10,2021-April,2021-04-01
2951,China - Taiwan born,F1,1,2021-April,2021-04-01
2952,China - Taiwan born,F3,7,2021-April,2021-04-01
2953,China - Taiwan born,F4,25,2021-April,2021-04-01
2954,China - Taiwan born,FX,4,2021-April,2021-04-01
2955,China - Taiwan born,I5,6,2021-April,2021-04-01
2956,China - Taiwan born,IR1,18,2021-April,2021-04-01
2957,China - Taiwan born,IR2,6,2021-April,2021-04-01
2958,China - Taiwan born,IR3,4,2021-April,2021-04-01
2959,China - Taiwan born,IR4,2,2021-April,2021-04-01
2960,China - Taiwan born,IR5,90,2021-April,2021-04-01
2961,China - Taiwan born,SB1,12,2021-April,2021-04-01
2962,China - Taiwan born,SE,4,2021-April,2021-04-01
2963,Colombia,CR1,8,2021-April,2021-04-01
2964,Colombia,CR2,8,2021-April,2021-04-01
2965,Colombia,E2,2,2021-April,2021-04-01
2966,Colombia,E3,8,2021-April,2021-04-01
2967,Colombia,F1,13,2021-April,2021-04-01
2968,Colombia,F2A,1,2021-April,2021-04-01
2969,Colombia,F2B,11,2021-April,2021-04-01
2970,Colombia,F3,6,2021-April,2021-04-01
2971,Colombia,F4,7,2021-April,2021-04-01
2972,Colombia,FX,19,2021-April,2021-04-01
2973,Colombia,I5,4,2021-April,2021-04-01
2974,Colombia,IH3,4,2021-April,2021-04-01
2975,Colombia,IR1,71,2021-April,2021-04-01
2976,Colombia,IR2,41,2021-April,2021-04-01
2977,Colombia,IR5,51,2021-April,2021-04-01
2978,Colombia,SB1,20,2021-April,2021-04-01
2979,"Congo, Democratic Republic of the",CR1,2,2021-April,2021-04-01
2980,"Congo, Democratic Republic of the",DV,8,2021-April,2021-04-01
2981,"Congo, Democratic Republic of the",FX,38,2021-April,2021-04-01
2982,"Congo, Democratic Republic of the",IR1,8,2021-April,2021-04-01
2983,"Congo, Democratic Republic of the",IR2,4,2021-April,2021-04-01
2984,"Congo, Democratic Republic of the",IR5,39,2021-April,2021-04-01
2985,"Congo, Democratic Republic of the",SB1,1,2021-April,2021-04-01
2986,"Congo, Democratic Republic of the",SE,1,2021-April,2021-04-01
2987,"Congo, Republic of the",CR1,2,2021-April,2021-04-01
2988,"Congo, Republic of the",FX,1,2021-April,2021-04-01
2989,"Congo, Republic of the",IR3,3,2021-April,2021-04-01
2990,"Congo, Republic of the",IR5,3,2021-April,2021-04-01
2991,Costa Rica,CR1,8,2021-April,2021-04-01
2992,Costa Rica,CR2,1,2021-April,2021-04-01
2993,Costa Rica,FX,1,2021-April,2021-04-01
2994,Costa Rica,IR1,12,2021-April,2021-04-01
2995,Costa Rica,IR2,7,2021-April,2021-04-01
2996,Costa Rica,IR5,10,2021-April,2021-04-01
2997,Costa Rica,IW,1,2021-April,2021-04-01
2998,Costa Rica,SB1,1,2021-April,2021-04-01
2999,Cote d'Ivoire,CR1,8,2021-April,2021-04-01
3000,Cote d'Ivoire,CR2,1,2021-April,2021-04-01
3001,Cote d'Ivoire,DV,13,2021-April,2021-04-01
3002,Cote d'Ivoire,F4,6,2021-April,2021-04-01
3003,Cote d'Ivoire,FX,13,2021-April,2021-04-01
3004,Cote d'Ivoire,IR1,9,2021-April,2021-04-01
3005,Cote d'Ivoire,IR2,23,2021-April,2021-04-01
3006,Cote d'Ivoire,IR5,26,2021-April,2021-04-01
3007,Cote d'Ivoire,SB1,2,2021-April,2021-04-01
3008,Croatia,CR1,1,2021-April,2021-04-01
3009,Croatia,DV,3,2021-April,2021-04-01
3010,Croatia,E3,5,2021-April,2021-04-01
3011,Croatia,F3,1,2021-April,2021-04-01
3012,Croatia,IR1,1,2021-April,2021-04-01
3013,Croatia,IR5,5,2021-April,2021-04-01
3014,Cuba,CR1,7,2021-April,2021-04-01
3015,Cuba,CR2,3,2021-April,2021-04-01
3016,Cuba,DV,7,2021-April,2021-04-01
3017,Cuba,F1,6,2021-April,2021-04-01
3018,Cuba,F2B,2,2021-April,2021-04-01
3019,Cuba,FX,84,2021-April,2021-04-01
3020,Cuba,IR1,82,2021-April,2021-04-01
3021,Cuba,IR2,71,2021-April,2021-04-01
3022,Cuba,IR5,53,2021-April,2021-04-01
3023,Cuba,SB1,1,2021-April,2021-04-01
3024,Cyprus,E2,1,2021-April,2021-04-01
3025,Cyprus,IR1,2,2021-April,2021-04-01
3026,Cyprus,IR5,3,2021-April,2021-04-01
3027,Cyprus,SB1,1,2021-April,2021-04-01
3028,Czech Republic,CR1,2,2021-April,2021-04-01
3029,Czech Republic,IR1,1,2021-April,2021-04-01
3030,Czech Republic,IR2,2,2021-April,2021-04-01
3031,Czech Republic,IW,1,2021-April,2021-04-01
3032,Czech Republic,SB1,1,2021-April,2021-04-01
3033,Denmark,IR1,1,2021-April,2021-04-01
3034,Djibouti,CR1,1,2021-April,2021-04-01
3035,Djibouti,DV,2,2021-April,2021-04-01
3036,Djibouti,F3,1,2021-April,2021-04-01
3037,Djibouti,FX,1,2021-April,2021-04-01
3038,Djibouti,IR1,2,2021-April,2021-04-01
3039,Djibouti,IR2,1,2021-April,2021-04-01
3040,Djibouti,IR5,4,2021-April,2021-04-01
3041,Dominica,F3,3,2021-April,2021-04-01
3042,Dominica,IR1,1,2021-April,2021-04-01
3043,Dominican Republic,BX,1,2021-April,2021-04-01
3044,Dominican Republic,CR1,22,2021-April,2021-04-01
3045,Dominican Republic,CR2,4,2021-April,2021-04-01
3046,Dominican Republic,E2,1,2021-April,2021-04-01
3047,Dominican Republic,F1,73,2021-April,2021-04-01
3048,Dominican Republic,F2B,182,2021-April,2021-04-01
3049,Dominican Republic,F3,15,2021-April,2021-04-01
3050,Dominican Republic,F4,28,2021-April,2021-04-01
3051,Dominican Republic,FX,306,2021-April,2021-04-01
3052,Dominican Republic,IB1,3,2021-April,2021-04-01
3053,Dominican Republic,IR1,200,2021-April,2021-04-01
3054,Dominican Republic,IR2,192,2021-April,2021-04-01
3055,Dominican Republic,IR5,542,2021-April,2021-04-01
3056,Dominican Republic,IW,1,2021-April,2021-04-01
3057,Dominican Republic,SB1,1,2021-April,2021-04-01
3058,Ecuador,CR1,7,2021-April,2021-04-01
3059,Ecuador,CR2,3,2021-April,2021-04-01
3060,Ecuador,F1,6,2021-April,2021-04-01
3061,Ecuador,F2B,5,2021-April,2021-04-01
3062,Ecuador,F3,9,2021-April,2021-04-01
3063,Ecuador,F4,5,2021-April,2021-04-01
3064,Ecuador,FX,12,2021-April,2021-04-01
3065,Ecuador,IR1,35,2021-April,2021-04-01
3066,Ecuador,IR2,39,2021-April,2021-04-01
3067,Ecuador,IR5,127,2021-April,2021-04-01
3068,Egypt,CR1,7,2021-April,2021-04-01
3069,Egypt,DV,66,2021-April,2021-04-01
3070,Egypt,E1,3,2021-April,2021-04-01
3071,Egypt,E3,1,2021-April,2021-04-01
3072,Egypt,F1,1,2021-April,2021-04-01
3073,Egypt,F4,17,2021-April,2021-04-01
3074,Egypt,FX,9,2021-April,2021-04-01
3075,Egypt,IR1,56,2021-April,2021-04-01
3076,Egypt,IR2,41,2021-April,2021-04-01
3077,Egypt,IR5,55,2021-April,2021-04-01
3078,Egypt,SB1,4,2021-April,2021-04-01
3079,Egypt,SE,29,2021-April,2021-04-01
3080,El Salvador,CR1,51,2021-April,2021-04-01
3081,El Salvador,CR2,9,2021-April,2021-04-01
3082,El Salvador,E3,1,2021-April,2021-04-01
3083,El Salvador,F1,38,2021-April,2021-04-01
3084,El Salvador,F2A,1,2021-April,2021-04-01
3085,El Salvador,F2B,29,2021-April,2021-04-01
3086,El Salvador,F3,34,2021-April,2021-04-01
3087,El Salvador,F4,67,2021-April,2021-04-01
3088,El Salvador,FX,105,2021-April,2021-04-01
3089,El Salvador,IR1,299,2021-April,2021-04-01
3090,El Salvador,IR2,134,2021-April,2021-04-01
3091,El Salvador,IR5,57,2021-April,2021-04-01
3092,El Salvador,IW,2,2021-April,2021-04-01
3093,El Salvador,SB1,1,2021-April,2021-04-01
3094,Equatorial Guinea,IR2,1,2021-April,2021-04-01
3095,Eritrea,CR1,3,2021-April,2021-04-01
3096,Eritrea,F1,1,2021-April,2021-04-01
3097,Eritrea,FX,1,2021-April,2021-04-01
3098,Eritrea,IR1,16,2021-April,2021-04-01
3099,Eritrea,IR2,1,2021-April,2021-04-01
3100,Eritrea,IR5,1,2021-April,2021-04-01
3101,Estonia,DV,1,2021-April,2021-04-01
3102,Ethiopia,CR1,10,2021-April,2021-04-01
3103,Ethiopia,CR2,1,2021-April,2021-04-01
3104,Ethiopia,DV,3,2021-April,2021-04-01
3105,Ethiopia,E2,7,2021-April,2021-04-01
3106,Ethiopia,F1,1,2021-April,2021-04-01
3107,Ethiopia,F2B,4,2021-April,2021-04-01
3108,Ethiopia,F4,3,2021-April,2021-04-01
3109,Ethiopia,FX,23,2021-April,2021-04-01
3110,Ethiopia,IR1,53,2021-April,2021-04-01
3111,Ethiopia,IR2,18,2021-April,2021-04-01
3112,Ethiopia,IR5,37,2021-April,2021-04-01
3113,Ethiopia,SB1,1,2021-April,2021-04-01
3114,Ethiopia,SD,9,2021-April,2021-04-01
3115,Ethiopia,SE,40,2021-April,2021-04-01
3116,Fiji,CR1,2,2021-April,2021-04-01
3117,Fiji,DV,18,2021-April,2021-04-01
3118,Fiji,F4,14,2021-April,2021-04-01
3119,Fiji,IR5,15,2021-April,2021-04-01
3120,Fiji,SB1,1,2021-April,2021-04-01
3121,Finland,CR1,2,2021-April,2021-04-01
3122,Finland,F1,1,2021-April,2021-04-01
3123,Finland,FX,2,2021-April,2021-04-01
3124,Finland,SB1,1,2021-April,2021-04-01
3125,France,CR1,18,2021-April,2021-04-01
3126,France,CR2,1,2021-April,2021-04-01
3127,France,E1,1,2021-April,2021-04-01
3128,France,E2,1,2021-April,2021-04-01
3129,France,F2B,1,2021-April,2021-04-01
3130,France,FX,1,2021-April,2021-04-01
3131,France,IR1,16,2021-April,2021-04-01
3132,France,IR2,4,2021-April,2021-04-01
3133,France,SE,2,2021-April,2021-04-01
3134,France,SQ,2,2021-April,2021-04-01
3135,Gabon,DV,2,2021-April,2021-04-01
3136,Gabon,F1,2,2021-April,2021-04-01
3137,Gabon,FX,1,2021-April,2021-04-01
3138,Gabon,IR1,2,2021-April,2021-04-01
3139,Gabon,IR2,14,2021-April,2021-04-01
3140,Gabon,IR5,1,2021-April,2021-04-01
3141,"Gambia, The",F4,2,2021-April,2021-04-01
3142,"Gambia, The",FX,6,2021-April,2021-04-01
3143,"Gambia, The",IR1,9,2021-April,2021-04-01
3144,"Gambia, The",IR2,10,2021-April,2021-04-01
3145,"Gambia, The",IR5,14,2021-April,2021-04-01
3146,Georgia,CR1,3,2021-April,2021-04-01
3147,Georgia,CR2,1,2021-April,2021-04-01
3148,Georgia,DV,10,2021-April,2021-04-01
3149,Georgia,E1,3,2021-April,2021-04-01
3150,Georgia,E2,1,2021-April,2021-04-01
3151,Georgia,E3,2,2021-April,2021-04-01
3152,Georgia,FX,3,2021-April,2021-04-01
3153,Georgia,IR1,4,2021-April,2021-04-01
3154,Georgia,IR2,4,2021-April,2021-04-01
3155,Georgia,IR5,15,2021-April,2021-04-01
3156,Georgia,IW,1,2021-April,2021-04-01
3157,Georgia,SB1,1,2021-April,2021-04-01
3158,Georgia,SD,5,2021-April,2021-04-01
3159,Germany,CR1,29,2021-April,2021-04-01
3160,Germany,CR2,1,2021-April,2021-04-01
3161,Germany,FX,5,2021-April,2021-04-01
3162,Germany,IR1,31,2021-April,2021-04-01
3163,Germany,IR2,11,2021-April,2021-04-01
3164,Germany,IR5,6,2021-April,2021-04-01
3165,Germany,SB1,2,2021-April,2021-04-01
3166,Ghana,DV,1,2021-April,2021-04-01
3167,Ghana,E3,23,2021-April,2021-04-01
3168,Ghana,F1,5,2021-April,2021-04-01
3169,Ghana,F2B,3,2021-April,2021-04-01
3170,Ghana,F3,16,2021-April,2021-04-01
3171,Ghana,F4,7,2021-April,2021-04-01
3172,Ghana,FX,29,2021-April,2021-04-01
3173,Ghana,IR1,42,2021-April,2021-04-01
3174,Ghana,IR2,44,2021-April,2021-04-01
3175,Ghana,IR5,17,2021-April,2021-04-01
3176,Ghana,SE,2,2021-April,2021-04-01
3177,Greece,CR1,3,2021-April,2021-04-01
3178,Greece,CR2,2,2021-April,2021-04-01
3179,Greece,IR1,5,2021-April,2021-04-01
3180,Greece,IR2,2,2021-April,2021-04-01
3181,Great Britain and Northern Ireland,CR1,47,2021-April,2021-04-01
3182,Great Britain and Northern Ireland,E2,1,2021-April,2021-04-01
3183,Great Britain and Northern Ireland,E3,7,2021-April,2021-04-01
3184,Great Britain and Northern Ireland,F1,5,2021-April,2021-04-01
3185,Great Britain and Northern Ireland,F2B,1,2021-April,2021-04-01
3186,Great Britain and Northern Ireland,F3,2,2021-April,2021-04-01
3187,Great Britain and Northern Ireland,F4,1,2021-April,2021-04-01
3188,Great Britain and Northern Ireland,FX,4,2021-April,2021-04-01
3189,Great Britain and Northern Ireland,IB1,1,2021-April,2021-04-01
3190,Great Britain and Northern Ireland,IR1,77,2021-April,2021-04-01
3191,Great Britain and Northern Ireland,IR2,12,2021-April,2021-04-01
3192,Great Britain and Northern Ireland,IR5,5,2021-April,2021-04-01
3193,Great Britain and Northern Ireland,IW,1,2021-April,2021-04-01
3194,Great Britain and Northern Ireland,SB1,2,2021-April,2021-04-01
3195,Grenada,F3,3,2021-April,2021-04-01
3196,Grenada,F4,2,2021-April,2021-04-01
3197,Grenada,IR1,2,2021-April,2021-04-01
3198,Grenada,IR2,1,2021-April,2021-04-01
3199,Grenada,IR5,4,2021-April,2021-04-01
3200,Grenada,IW,1,2021-April,2021-04-01
3201,Guatemala,CR1,5,2021-April,2021-04-01
3202,Guatemala,EW,1,2021-April,2021-04-01
3203,Guatemala,F1,3,2021-April,2021-04-01
3204,Guatemala,F2B,6,2021-April,2021-04-01
3205,Guatemala,F3,3,2021-April,2021-04-01
3206,Guatemala,F4,16,2021-April,2021-04-01
3207,Guatemala,FX,47,2021-April,2021-04-01
3208,Guatemala,IR1,47,2021-April,2021-04-01
3209,Guatemala,IR2,29,2021-April,2021-04-01
3210,Guatemala,IR5,16,2021-April,2021-04-01
3211,Guatemala,IW,1,2021-April,2021-04-01
3212,Guatemala,SB1,1,2021-April,2021-04-01
3213,Guatemala,SE,6,2021-April,2021-04-01
3214,Guinea,CR1,2,2021-April,2021-04-01
3215,Guinea,FX,5,2021-April,2021-04-01
3216,Guinea,IR1,9,2021-April,2021-04-01
3217,Guinea,IR2,6,2021-April,2021-04-01
3218,Guinea,IR5,8,2021-April,2021-04-01
3219,Guinea,SE,1,2021-April,2021-04-01
3220,Guyana,CR1,7,2021-April,2021-04-01
3221,Guyana,CR2,1,2021-April,2021-04-01
3222,Guyana,E3,4,2021-April,2021-04-01
3223,Guyana,F1,30,2021-April,2021-04-01
3224,Guyana,F2B,14,2021-April,2021-04-01
3225,Guyana,F3,23,2021-April,2021-04-01
3226,Guyana,F4,8,2021-April,2021-04-01
3227,Guyana,FX,14,2021-April,2021-04-01
3228,Guyana,IR1,12,2021-April,2021-04-01
3229,Guyana,IR2,12,2021-April,2021-04-01
3230,Guyana,IR5,13,2021-April,2021-04-01
3231,Haiti,CR1,2,2021-April,2021-04-01
3232,Haiti,E3,1,2021-April,2021-04-01
3233,Haiti,EW,1,2021-April,2021-04-01
3234,Haiti,F1,27,2021-April,2021-04-01
3235,Haiti,F2B,73,2021-April,2021-04-01
3236,Haiti,F3,27,2021-April,2021-04-01
3237,Haiti,F4,45,2021-April,2021-04-01
3238,Haiti,FX,75,2021-April,2021-04-01
3239,Haiti,IH3,6,2021-April,2021-04-01
3240,Haiti,IR1,93,2021-April,2021-04-01
3241,Haiti,IR2,112,2021-April,2021-04-01
