,FSC,Visa Class,Issuances,source,year_month
7552,Germany,F1,4,2021-July,2021-07-01
7553,Germany,F2B,4,2021-July,2021-07-01
7554,Germany,F3,1,2021-July,2021-07-01
7555,Germany,F4,3,2021-July,2021-07-01
7556,Germany,FX,5,2021-July,2021-07-01
7557,Germany,IR1,25,2021-July,2021-07-01
7558,Germany,IR5,25,2021-July,2021-07-01
7559,Germany,IW,2,2021-July,2021-07-01
7560,Germany,SB1,6,2021-July,2021-07-01
7561,Germany,SQ,1,2021-July,2021-07-01
7562,Ghana,DV,42,2021-July,2021-07-01
7563,Ghana,E3,4,2021-July,2021-07-01
7564,Ghana,F1,19,2021-July,2021-07-01
7565,Ghana,F2B,4,2021-July,2021-07-01
7566,Ghana,F3,19,2021-July,2021-07-01
7567,Ghana,F4,8,2021-July,2021-07-01
7568,Ghana,FX,27,2021-July,2021-07-01
7569,Ghana,IR1,46,2021-July,2021-07-01
7570,Ghana,IR2,49,2021-July,2021-07-01
7571,Ghana,IR5,31,2021-July,2021-07-01
7572,Ghana,SB1,4,2021-July,2021-07-01
7573,Ghana,SE,4,2021-July,2021-07-01
7574,Great Britain and Northern Ireland,CR1,9,2021-July,2021-07-01
7575,Great Britain and Northern Ireland,CR2,2,2021-July,2021-07-01
7576,Great Britain and Northern Ireland,E1,8,2021-July,2021-07-01
7577,Great Britain and Northern Ireland,E2,1,2021-July,2021-07-01
7578,Great Britain and Northern Ireland,E3,5,2021-July,2021-07-01
7579,Great Britain and Northern Ireland,F1,2,2021-July,2021-07-01
7580,Great Britain and Northern Ireland,F3,2,2021-July,2021-07-01
7581,Great Britain and Northern Ireland,F4,8,2021-July,2021-07-01
7582,Great Britain and Northern Ireland,FX,2,2021-July,2021-07-01
7583,Great Britain and Northern Ireland,IR1,29,2021-July,2021-07-01
7584,Great Britain and Northern Ireland,IR2,17,2021-July,2021-07-01
7585,Great Britain and Northern Ireland,IR5,52,2021-July,2021-07-01
7586,Great Britain and Northern Ireland,SB1,7,2021-July,2021-07-01
7587,Great Britain and Northern Ireland,T5,2,2021-July,2021-07-01
7588,Greece,CR1,1,2021-July,2021-07-01
7589,Greece,E1,4,2021-July,2021-07-01
7590,Greece,E2,1,2021-July,2021-07-01
7591,Greece,E3,1,2021-July,2021-07-01
7592,Greece,EW,1,2021-July,2021-07-01
7593,Greece,F1,2,2021-July,2021-07-01
7594,Greece,F2B,1,2021-July,2021-07-01
7595,Greece,F3,3,2021-July,2021-07-01
7596,Greece,F4,3,2021-July,2021-07-01
7597,Greece,FX,1,2021-July,2021-07-01
7598,Greece,IR1,1,2021-July,2021-07-01
7599,Greece,IR5,4,2021-July,2021-07-01
7600,Greece,SB1,2,2021-July,2021-07-01
7601,Grenada,CR1,1,2021-July,2021-07-01
7602,Grenada,E3,1,2021-July,2021-07-01
7603,Grenada,F3,2,2021-July,2021-07-01
7604,Grenada,FX,1,2021-July,2021-07-01
7605,Grenada,IR1,4,2021-July,2021-07-01
7606,Grenada,IR2,5,2021-July,2021-07-01
7607,Grenada,IR5,17,2021-July,2021-07-01
7608,Guatemala,CR1,2,2021-July,2021-07-01
7609,Guatemala,EW,4,2021-July,2021-07-01
7610,Guatemala,F1,9,2021-July,2021-07-01
7611,Guatemala,F2B,10,2021-July,2021-07-01
7612,Guatemala,F3,6,2021-July,2021-07-01
7613,Guatemala,F4,6,2021-July,2021-07-01
7614,Guatemala,FX,39,2021-July,2021-07-01
7615,Guatemala,IR1,166,2021-July,2021-07-01
7616,Guatemala,IR2,92,2021-July,2021-07-01
7617,Guatemala,IR5,37,2021-July,2021-07-01
7618,Guatemala,IW,3,2021-July,2021-07-01
7619,Guatemala,SB1,1,2021-July,2021-07-01
7620,Guatemala,SD,4,2021-July,2021-07-01
7621,Guatemala,SU,1,2021-July,2021-07-01
7622,Guinea,CR1,2,2021-July,2021-07-01
7623,Guinea,DV,5,2021-July,2021-07-01
7624,Guinea,FX,4,2021-July,2021-07-01
7625,Guinea,IR1,11,2021-July,2021-07-01
7626,Guinea,IR2,7,2021-July,2021-07-01
7627,Guinea,IR5,17,2021-July,2021-07-01
7628,Guinea,SB1,1,2021-July,2021-07-01
7629,Guinea,SE,12,2021-July,2021-07-01
7630,Guinea-Bissau,IR1,1,2021-July,2021-07-01
7631,Guinea-Bissau,IR5,1,2021-July,2021-07-01
7632,Guyana,CR1,13,2021-July,2021-07-01
7633,Guyana,CR2,5,2021-July,2021-07-01
7634,Guyana,E3,2,2021-July,2021-07-01
7635,Guyana,F1,35,2021-July,2021-07-01
7636,Guyana,F2B,10,2021-July,2021-07-01
7637,Guyana,F3,38,2021-July,2021-07-01
7638,Guyana,F4,41,2021-July,2021-07-01
7639,Guyana,FX,17,2021-July,2021-07-01
7640,Guyana,IR1,29,2021-July,2021-07-01
7641,Guyana,IR2,24,2021-July,2021-07-01
7642,Guyana,IR5,91,2021-July,2021-07-01
7643,Haiti,CR1,7,2021-July,2021-07-01
7644,Haiti,CR2,3,2021-July,2021-07-01
7645,Haiti,F1,16,2021-July,2021-07-01
7646,Haiti,F2B,18,2021-July,2021-07-01
7647,Haiti,F3,25,2021-July,2021-07-01
7648,Haiti,F4,15,2021-July,2021-07-01
7649,Haiti,FX,37,2021-July,2021-07-01
7650,Haiti,IH3,4,2021-July,2021-07-01
7651,Haiti,IR1,34,2021-July,2021-07-01
7652,Haiti,IR2,62,2021-July,2021-07-01
7653,Haiti,IR5,75,2021-July,2021-07-01
7654,Haiti,SB1,1,2021-July,2021-07-01
7655,Haiti,SE,14,2021-July,2021-07-01
7656,Honduras,CR1,2,2021-July,2021-07-01
7657,Honduras,DV,2,2021-July,2021-07-01
7658,Honduras,EW,2,2021-July,2021-07-01
7659,Honduras,F1,20,2021-July,2021-07-01
7660,Honduras,F2B,5,2021-July,2021-07-01
7661,Honduras,F4,17,2021-July,2021-07-01
7662,Honduras,FX,11,2021-July,2021-07-01
7663,Honduras,IB1,1,2021-July,2021-07-01
7664,Honduras,IR1,191,2021-July,2021-07-01
7665,Honduras,IR2,73,2021-July,2021-07-01
7666,Honduras,IR5,85,2021-July,2021-07-01
7667,Honduras,IW,1,2021-July,2021-07-01
7668,Honduras,SB1,1,2021-July,2021-07-01
7669,Honduras,SU,1,2021-July,2021-07-01
7670,Hong Kong S.A.R.,CR1,1,2021-July,2021-07-01
7671,Hong Kong S.A.R.,DV,3,2021-July,2021-07-01
7672,Hong Kong S.A.R.,E3,1,2021-July,2021-07-01
7673,Hong Kong S.A.R.,F1,1,2021-July,2021-07-01
7674,Hong Kong S.A.R.,F2B,2,2021-July,2021-07-01
7675,Hong Kong S.A.R.,F3,4,2021-July,2021-07-01
7676,Hong Kong S.A.R.,F4,34,2021-July,2021-07-01
7677,Hong Kong S.A.R.,FX,1,2021-July,2021-07-01
7678,Hong Kong S.A.R.,IH4,1,2021-July,2021-07-01
7679,Hong Kong S.A.R.,IR1,14,2021-July,2021-07-01
7680,Hong Kong S.A.R.,IR2,1,2021-July,2021-07-01
7681,Hong Kong S.A.R.,IR5,64,2021-July,2021-07-01
7682,Hong Kong S.A.R.,SB1,3,2021-July,2021-07-01
7683,Hong Kong S.A.R.,SE,1,2021-July,2021-07-01
7684,Hungary,DV,15,2021-July,2021-07-01
7685,Hungary,IR1,2,2021-July,2021-07-01
7686,Hungary,IR2,1,2021-July,2021-07-01
7687,Hungary,IR5,12,2021-July,2021-07-01
7688,Iceland,F1,1,2021-July,2021-07-01
7689,Iceland,IR1,1,2021-July,2021-07-01
7690,Iceland,IR5,1,2021-July,2021-07-01
7691,India,CR1,79,2021-July,2021-07-01
7692,India,E1,11,2021-July,2021-07-01
7693,India,E2,1,2021-July,2021-07-01
7694,India,E3,28,2021-July,2021-07-01
7695,India,F1,39,2021-July,2021-07-01
7696,India,F2B,1,2021-July,2021-07-01
7697,India,F3,49,2021-July,2021-07-01
7698,India,F4,82,2021-July,2021-07-01
7699,India,FX,22,2021-July,2021-07-01
7700,India,I5,4,2021-July,2021-07-01
7701,India,IH3,27,2021-July,2021-07-01
7702,India,IR1,168,2021-July,2021-07-01
7703,India,IR2,32,2021-July,2021-07-01
7704,India,IR5,426,2021-July,2021-07-01
7705,India,SB1,115,2021-July,2021-07-01
7706,India,SE,12,2021-July,2021-07-01
7707,Indonesia,CR1,4,2021-July,2021-07-01
7708,Indonesia,DV,2,2021-July,2021-07-01
7709,Indonesia,F1,2,2021-July,2021-07-01
7710,Indonesia,F2B,2,2021-July,2021-07-01
7711,Indonesia,F3,8,2021-July,2021-07-01
7712,Indonesia,F4,15,2021-July,2021-07-01
7713,Indonesia,FX,14,2021-July,2021-07-01
7714,Indonesia,IR1,4,2021-July,2021-07-01
7715,Indonesia,IR2,4,2021-July,2021-07-01
7716,Indonesia,IR5,16,2021-July,2021-07-01
7717,Indonesia,SB1,7,2021-July,2021-07-01
7718,Indonesia,SD,1,2021-July,2021-07-01
7719,Iran,CR1,5,2021-July,2021-07-01
7720,Iran,DV,11,2021-July,2021-07-01
7721,Iran,E1,11,2021-July,2021-07-01
7722,Iran,E2,26,2021-July,2021-07-01
7723,Iran,E3,7,2021-July,2021-07-01
7724,Iran,EW,1,2021-July,2021-07-01
7725,Iran,F1,15,2021-July,2021-07-01
