Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2022,2022,APR,APR,68889,Mexico,all,Single Adults,Title 42
2020,2020,MAR,MAR,4325,Mexico,all,Single Adults,Title 42
2021,2021,MAR,MAR,55192,Mexico,all,Single Adults,Title 42
2022,2022,MAR,MAR,75622,Mexico,all,Single Adults,Title 42
2021,2021,FEB,FEB,38632,Mexico,all,Single Adults,Title 42
2022,2022,FEB,FEB,62473,Mexico,all,Single Adults,Title 42
2021,2021,JAN,JAN,34984,Mexico,all,Single Adults,Title 42
2022,2022,JAN,JAN,52126,Mexico,all,Single Adults,Title 42
2021,2021,DEC,DEC,33872,Mexico,all,Single Adults,Title 42
2022,2022,DEC,DEC,43376,Mexico,all,Single Adults,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,23399,Mexico,all,Single Adults,Title 42
2021,2021,NOV,NOV,37823,Mexico,all,Single Adults,Title 42
2022,2022,NOV,NOV,55117,Mexico,all,Single Adults,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,41560,Mexico,all,Single Adults,Title 42
2021,2021,OCT,OCT,39994,Mexico,all,Single Adults,Title 42
2022,2022,OCT,OCT,58364,Mexico,all,Single Adults,Title 42
2023 (FYTD),2023 (FYTD),OCT,OCT,49549,Mexico,all,Single Adults,Title 42
2020,2020,SEP,SEP,2080,Mexico,all,UC / Single Minors,all
2021,2021,SEP,SEP,2119,Mexico,all,UC / Single Minors,all
2022,2022,SEP,SEP,2304,Mexico,all,UC / Single Minors,all
2020,2020,AUG,AUG,1916,Mexico,all,UC / Single Minors,all
2021,2021,AUG,AUG,2039,Mexico,all,UC / Single Minors,all
2022,2022,AUG,AUG,2194,Mexico,all,UC / Single Minors,all
2020,2020,JUL,JUL,1685,Mexico,all,UC / Single Minors,all
2021,2021,JUL,JUL,2067,Mexico,all,UC / Single Minors,all
2022,2022,JUL,JUL,1890,Mexico,all,UC / Single Minors,all
2020,2020,JUN,JUN,1339,Mexico,all,UC / Single Minors,all
2021,2021,JUN,JUN,2238,Mexico,all,UC / Single Minors,all
2022,2022,JUN,JUN,2148,Mexico,all,UC / Single Minors,all
2020,2020,MAY,MAY,875,Mexico,all,UC / Single Minors,all
2021,2021,MAY,MAY,2480,Mexico,all,UC / Single Minors,all
2022,2022,MAY,MAY,2460,Mexico,all,UC / Single Minors,all
2020,2020,APR,APR,533,Mexico,all,UC / Single Minors,all
2021,2021,APR,APR,2365,Mexico,all,UC / Single Minors,all
2022,2022,APR,APR,2700,Mexico,all,UC / Single Minors,all
2020,2020,MAR,MAR,1295,Mexico,all,UC / Single Minors,all
2021,2021,MAR,MAR,2380,Mexico,all,UC / Single Minors,all
2022,2022,MAR,MAR,3019,Mexico,all,UC / Single Minors,all
2020,2020,FEB,FEB,1426,Mexico,all,UC / Single Minors,all
2021,2021,FEB,FEB,1869,Mexico,all,UC / Single Minors,all
2022,2022,FEB,FEB,2626,Mexico,all,UC / Single Minors,all
2020,2020,JAN,JAN,1337,Mexico,all,UC / Single Minors,all
2021,2021,JAN,JAN,1882,Mexico,all,UC / Single Minors,all
2022,2022,JAN,JAN,2159,Mexico,all,UC / Single Minors,all
2020,2020,DEC,DEC,1364,Mexico,all,UC / Single Minors,all
2021,2021,DEC,DEC,1754,Mexico,all,UC / Single Minors,all
2022,2022,DEC,DEC,1893,Mexico,all,UC / Single Minors,all
2023 (FYTD),2023 (FYTD),DEC,DEC,1878,Mexico,all,UC / Single Minors,all
2020,2020,NOV,NOV,1247,Mexico,all,UC / Single Minors,all
2021,2021,NOV,NOV,2033,Mexico,all,UC / Single Minors,all
2022,2022,NOV,NOV,2182,Mexico,all,UC / Single Minors,all
2023 (FYTD),2023 (FYTD),NOV,NOV,2118,Mexico,all,UC / Single Minors,all
2020,2020,OCT,OCT,1195,Mexico,all,UC / Single Minors,all
2021,2021,OCT,OCT,2471,Mexico,all,UC / Single Minors,all
2022,2022,OCT,OCT,2419,Mexico,all,UC / Single Minors,all
2023 (FYTD),2023 (FYTD),OCT,OCT,2428,Mexico,all,UC / Single Minors,all
2020,2020,SEP,SEP,128,Mexico,all,UC / Single Minors,Title 8
2021,2021,SEP,SEP,2119,Mexico,all,UC / Single Minors,Title 8
2022,2022,SEP,SEP,2303,Mexico,all,UC / Single Minors,Title 8
2020,2020,AUG,AUG,72,Mexico,all,UC / Single Minors,Title 8
2021,2021,AUG,AUG,2038,Mexico,all,UC / Single Minors,Title 8
2022,2022,AUG,AUG,2194,Mexico,all,UC / Single Minors,Title 8
2020,2020,JUL,JUL,61,Mexico,all,UC / Single Minors,Title 8
2021,2021,JUL,JUL,2067,Mexico,all,UC / Single Minors,Title 8
2022,2022,JUL,JUL,1889,Mexico,all,UC / Single Minors,Title 8
2020,2020,JUN,JUN,83,Mexico,all,UC / Single Minors,Title 8
2021,2021,JUN,JUN,2238,Mexico,all,UC / Single Minors,Title 8
2022,2022,JUN,JUN,2147,Mexico,all,UC / Single Minors,Title 8
2020,2020,MAY,MAY,41,Mexico,all,UC / Single Minors,Title 8
2021,2021,MAY,MAY,2480,Mexico,all,UC / Single Minors,Title 8
2022,2022,MAY,MAY,2459,Mexico,all,UC / Single Minors,Title 8
2020,2020,APR,APR,17,Mexico,all,UC / Single Minors,Title 8
2021,2021,APR,APR,2365,Mexico,all,UC / Single Minors,Title 8
2022,2022,APR,APR,2700,Mexico,all,UC / Single Minors,Title 8
2020,2020,MAR,MAR,1068,Mexico,all,UC / Single Minors,Title 8
2021,2021,MAR,MAR,2380,Mexico,all,UC / Single Minors,Title 8
2022,2022,MAR,MAR,3019,Mexico,all,UC / Single Minors,Title 8
2020,2020,FEB,FEB,1426,Mexico,all,UC / Single Minors,Title 8
2021,2021,FEB,FEB,1866,Mexico,all,UC / Single Minors,Title 8
2022,2022,FEB,FEB,2626,Mexico,all,UC / Single Minors,Title 8
2020,2020,JAN,JAN,1337,Mexico,all,UC / Single Minors,Title 8
2021,2021,JAN,JAN,1864,Mexico,all,UC / Single Minors,Title 8
2022,2022,JAN,JAN,2159,Mexico,all,UC / Single Minors,Title 8
2020,2020,DEC,DEC,1364,Mexico,all,UC / Single Minors,Title 8
2021,2021,DEC,DEC,1752,Mexico,all,UC / Single Minors,Title 8
2022,2022,DEC,DEC,1893,Mexico,all,UC / Single Minors,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,1876,Mexico,all,UC / Single Minors,Title 8
2020,2020,NOV,NOV,1247,Mexico,all,UC / Single Minors,Title 8
2021,2021,NOV,NOV,898,Mexico,all,UC / Single Minors,Title 8
2022,2022,NOV,NOV,2181,Mexico,all,UC / Single Minors,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,2115,Mexico,all,UC / Single Minors,Title 8
2020,2020,OCT,OCT,1195,Mexico,all,UC / Single Minors,Title 8
2021,2021,OCT,OCT,99,Mexico,all,UC / Single Minors,Title 8
2022,2022,OCT,OCT,2419,Mexico,all,UC / Single Minors,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,2428,Mexico,all,UC / Single Minors,Title 8
2020,2020,SEP,SEP,1952,Mexico,all,UC / Single Minors,Title 42
2022,2022,SEP,SEP,1,Mexico,all,UC / Single Minors,Title 42
2020,2020,AUG,AUG,1844,Mexico,all,UC / Single Minors,Title 42
2021,2021,AUG,AUG,1,Mexico,all,UC / Single Minors,Title 42
2020,2020,JUL,JUL,1624,Mexico,all,UC / Single Minors,Title 42
2022,2022,JUL,JUL,1,Mexico,all,UC / Single Minors,Title 42
2020,2020,JUN,JUN,1256,Mexico,all,UC / Single Minors,Title 42
2022,2022,JUN,JUN,1,Mexico,all,UC / Single Minors,Title 42
2020,2020,MAY,MAY,834,Mexico,all,UC / Single Minors,Title 42
2022,2022,MAY,MAY,1,Mexico,all,UC / Single Minors,Title 42
2020,2020,APR,APR,516,Mexico,all,UC / Single Minors,Title 42
2020,2020,MAR,MAR,227,Mexico,all,UC / Single Minors,Title 42
2021,2021,FEB,FEB,3,Mexico,all,UC / Single Minors,Title 42
2021,2021,JAN,JAN,18,Mexico,all,UC / Single Minors,Title 42
2021,2021,DEC,DEC,2,Mexico,all,UC / Single Minors,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,2,Mexico,all,UC / Single Minors,Title 42
2021,2021,NOV,NOV,1135,Mexico,all,UC / Single Minors,Title 42
2022,2022,NOV,NOV,1,Mexico,all,UC / Single Minors,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,3,Mexico,all,UC / Single Minors,Title 42
2021,2021,OCT,OCT,2372,Mexico,all,UC / Single Minors,Title 42
2020,2020,SEP,SEP,2709,Mexico,Office of Field Operations,all,all
2021,2021,SEP,SEP,3819,Mexico,Office of Field Operations,all,all
2022,2022,SEP,SEP,8059,Mexico,Office of Field Operations,all,all
2020,2020,AUG,AUG,2516,Mexico,Office of Field Operations,all,all
2021,2021,AUG,AUG,6788,Mexico,Office of Field Operations,all,all
2022,2022,AUG,AUG,8374,Mexico,Office of Field Operations,all,all
2020,2020,JUL,JUL,2202,Mexico,Office of Field Operations,all,all
2021,2021,JUL,JUL,6964,Mexico,Office of Field Operations,all,all
2022,2022,JUL,JUL,7345,Mexico,Office of Field Operations,all,all
2020,2020,JUN,JUN,1973,Mexico,Office of Field Operations,all,all
2021,2021,JUN,JUN,5439,Mexico,Office of Field Operations,all,all
2022,2022,JUN,JUN,6156,Mexico,Office of Field Operations,all,all
2020,2020,MAY,MAY,1500,Mexico,Office of Field Operations,all,all
2021,2021,MAY,MAY,4637,Mexico,Office of Field Operations,all,all
2022,2022,MAY,MAY,6847,Mexico,Office of Field Operations,all,all
2020,2020,APR,APR,844,Mexico,Office of Field Operations,all,all
2021,2021,APR,APR,3427,Mexico,Office of Field Operations,all,all
2022,2022,APR,APR,5717,Mexico,Office of Field Operations,all,all
2020,2020,MAR,MAR,3231,Mexico,Office of Field Operations,all,all
2021,2021,MAR,MAR,3157,Mexico,Office of Field Operations,all,all
2022,2022,MAR,MAR,5335,Mexico,Office of Field Operations,all,all
2020,2020,FEB,FEB,5369,Mexico,Office of Field Operations,all,all
2021,2021,FEB,FEB,2913,Mexico,Office of Field Operations,all,all
2022,2022,FEB,FEB,4665,Mexico,Office of Field Operations,all,all
2020,2020,JAN,JAN,5754,Mexico,Office of Field Operations,all,all
2021,2021,JAN,JAN,2671,Mexico,Office of Field Operations,all,all
2022,2022,JAN,JAN,4644,Mexico,Office of Field Operations,all,all
2020,2020,DEC,DEC,5685,Mexico,Office of Field Operations,all,all
2021,2021,DEC,DEC,2470,Mexico,Office of Field Operations,all,all
2022,2022,DEC,DEC,4573,Mexico,Office of Field Operations,all,all
2023 (FYTD),2023 (FYTD),DEC,DEC,11623,Mexico,Office of Field Operations,all,all
2020,2020,NOV,NOV,6445,Mexico,Office of Field Operations,all,all
2021,2021,NOV,NOV,2623,Mexico,Office of Field Operations,all,all
2022,2022,NOV,NOV,4693,Mexico,Office of Field Operations,all,all
2023 (FYTD),2023 (FYTD),NOV,NOV,10335,Mexico,Office of Field Operations,all,all
2020,2020,OCT,OCT,6365,Mexico,Office of Field Operations,all,all
2021,2021,OCT,OCT,2649,Mexico,Office of Field Operations,all,all
2022,2022,OCT,OCT,3151,Mexico,Office of Field Operations,all,all
2023 (FYTD),2023 (FYTD),OCT,OCT,9434,Mexico,Office of Field Operations,all,all
2020,2020,SEP,SEP,1058,Mexico,Office of Field Operations,all,Title 8
2021,2021,SEP,SEP,1813,Mexico,Office of Field Operations,all,Title 8
2022,2022,SEP,SEP,6428,Mexico,Office of Field Operations,all,Title 8
2020,2020,AUG,AUG,942,Mexico,Office of Field Operations,all,Title 8
2021,2021,AUG,AUG,4635,Mexico,Office of Field Operations,all,Title 8
2022,2022,AUG,AUG,6535,Mexico,Office of Field Operations,all,Title 8
2020,2020,JUL,JUL,832,Mexico,Office of Field Operations,all,Title 8
2021,2021,JUL,JUL,5135,Mexico,Office of Field Operations,all,Title 8
2022,2022,JUL,JUL,5582,Mexico,Office of Field Operations,all,Title 8
2020,2020,JUN,JUN,785,Mexico,Office of Field Operations,all,Title 8
2021,2021,JUN,JUN,3745,Mexico,Office of Field Operations,all,Title 8
2022,2022,JUN,JUN,4428,Mexico,Office of Field Operations,all,Title 8
2020,2020,MAY,MAY,717,Mexico,Office of Field Operations,all,Title 8
2021,2021,MAY,MAY,2924,Mexico,Office of Field Operations,all,Title 8
2022,2022,MAY,MAY,4935,Mexico,Office of Field Operations,all,Title 8
2020,2020,APR,APR,373,Mexico,Office of Field Operations,all,Title 8
2021,2021,APR,APR,1895,Mexico,Office of Field Operations,all,Title 8
2022,2022,APR,APR,3687,Mexico,Office of Field Operations,all,Title 8
2020,2020,MAR,MAR,3167,Mexico,Office of Field Operations,all,Title 8
2021,2021,MAR,MAR,1356,Mexico,Office of Field Operations,all,Title 8
2022,2022,MAR,MAR,3100,Mexico,Office of Field Operations,all,Title 8
2020,2020,FEB,FEB,5369,Mexico,Office of Field Operations,all,Title 8
2021,2021,FEB,FEB,1145,Mexico,Office of Field Operations,all,Title 8
2022,2022,FEB,FEB,2504,Mexico,Office of Field Operations,all,Title 8
2020,2020,JAN,JAN,5754,Mexico,Office of Field Operations,all,Title 8
2021,2021,JAN,JAN,1061,Mexico,Office of Field Operations,all,Title 8
2022,2022,JAN,JAN,2566,Mexico,Office of Field Operations,all,Title 8
2020,2020,DEC,DEC,5685,Mexico,Office of Field Operations,all,Title 8
2021,2021,DEC,DEC,910,Mexico,Office of Field Operations,all,Title 8
2022,2022,DEC,DEC,2421,Mexico,Office of Field Operations,all,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,9957,Mexico,Office of Field Operations,all,Title 8
2020,2020,NOV,NOV,6445,Mexico,Office of Field Operations,all,Title 8
2021,2021,NOV,NOV,838,Mexico,Office of Field Operations,all,Title 8
2022,2022,NOV,NOV,2493,Mexico,Office of Field Operations,all,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,8626,Mexico,Office of Field Operations,all,Title 8
2020,2020,OCT,OCT,6365,Mexico,Office of Field Operations,all,Title 8
2021,2021,OCT,OCT,892,Mexico,Office of Field Operations,all,Title 8
2022,2022,OCT,OCT,1408,Mexico,Office of Field Operations,all,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,7609,Mexico,Office of Field Operations,all,Title 8
2020,2020,SEP,SEP,1651,Mexico,Office of Field Operations,all,Title 42
2021,2021,SEP,SEP,2006,Mexico,Office of Field Operations,all,Title 42
2022,2022,SEP,SEP,1631,Mexico,Office of Field Operations,all,Title 42
2020,2020,AUG,AUG,1574,Mexico,Office of Field Operations,all,Title 42
2021,2021,AUG,AUG,2153,Mexico,Office of Field Operations,all,Title 42
2022,2022,AUG,AUG,1839,Mexico,Office of Field Operations,all,Title 42
2020,2020,JUL,JUL,1370,Mexico,Office of Field Operations,all,Title 42
2021,2021,JUL,JUL,1829,Mexico,Office of Field Operations,all,Title 42
2022,2022,JUL,JUL,1763,Mexico,Office of Field Operations,all,Title 42
2020,2020,JUN,JUN,1188,Mexico,Office of Field Operations,all,Title 42
2021,2021,JUN,JUN,1694,Mexico,Office of Field Operations,all,Title 42
2022,2022,JUN,JUN,1728,Mexico,Office of Field Operations,all,Title 42
2020,2020,MAY,MAY,783,Mexico,Office of Field Operations,all,Title 42
2021,2021,MAY,MAY,1713,Mexico,Office of Field Operations,all,Title 42
2022,2022,MAY,MAY,1912,Mexico,Office of Field Operations,all,Title 42
2020,2020,APR,APR,471,Mexico,Office of Field Operations,all,Title 42
2021,2021,APR,APR,1532,Mexico,Office of Field Operations,all,Title 42
2022,2022,APR,APR,2030,Mexico,Office of Field Operations,all,Title 42
2020,2020,MAR,MAR,64,Mexico,Office of Field Operations,all,Title 42
2021,2021,MAR,MAR,1801,Mexico,Office of Field Operations,all,Title 42
2022,2022,MAR,MAR,2235,Mexico,Office of Field Operations,all,Title 42
2021,2021,FEB,FEB,1768,Mexico,Office of Field Operations,all,Title 42
2022,2022,FEB,FEB,2161,Mexico,Office of Field Operations,all,Title 42
2021,2021,JAN,JAN,1610,Mexico,Office of Field Operations,all,Title 42
2022,2022,JAN,JAN,2078,Mexico,Office of Field Operations,all,Title 42
2021,2021,DEC,DEC,1560,Mexico,Office of Field Operations,all,Title 42
2022,2022,DEC,DEC,2152,Mexico,Office of Field Operations,all,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,1666,Mexico,Office of Field Operations,all,Title 42
2021,2021,NOV,NOV,1785,Mexico,Office of Field Operations,all,Title 42
2022,2022,NOV,NOV,2200,Mexico,Office of Field Operations,all,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,1709,Mexico,Office of Field Operations,all,Title 42
2021,2021,OCT,OCT,1757,Mexico,Office of Field Operations,all,Title 42
2022,2022,OCT,OCT,1743,Mexico,Office of Field Operations,all,Title 42
2023 (FYTD),2023 (FYTD),OCT,OCT,1825,Mexico,Office of Field Operations,all,Title 42
2020,2020,SEP,SEP,82,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,SEP,SEP,203,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,SEP,SEP,168,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,AUG,AUG,84,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,AUG,AUG,389,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,AUG,AUG,252,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,JUL,JUL,59,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,JUL,JUL,271,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,JUL,JUL,223,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,JUN,JUN,28,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,JUN,JUN,126,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,JUN,JUN,142,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,MAY,MAY,22,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,MAY,MAY,129,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,MAY,MAY,161,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,APR,APR,17,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,APR,APR,107,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,APR,APR,209,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,MAR,MAR,38,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,MAR,MAR,131,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,MAR,MAR,216,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,FEB,FEB,35,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,FEB,FEB,120,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,FEB,FEB,204,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,JAN,JAN,33,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,JAN,JAN,94,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,JAN,JAN,222,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,DEC,DEC,56,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,DEC,DEC,75,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,DEC,DEC,281,Mexico,Office of Field Operations,Accompanied Minors,all
2023 (FYTD),2023 (FYTD),DEC,DEC,229,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,NOV,NOV,50,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,NOV,NOV,70,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,NOV,NOV,280,Mexico,Office of Field Operations,Accompanied Minors,all
2023 (FYTD),2023 (FYTD),NOV,NOV,194,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,OCT,OCT,91,Mexico,Office of Field Operations,Accompanied Minors,all
2021,2021,OCT,OCT,90,Mexico,Office of Field Operations,Accompanied Minors,all
2022,2022,OCT,OCT,178,Mexico,Office of Field Operations,Accompanied Minors,all
2023 (FYTD),2023 (FYTD),OCT,OCT,202,Mexico,Office of Field Operations,Accompanied Minors,all
2020,2020,SEP,SEP,6,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,SEP,SEP,56,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,SEP,SEP,52,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,AUG,AUG,20,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,AUG,AUG,136,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,AUG,AUG,67,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,JUL,JUL,7,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,JUL,JUL,27,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,JUL,JUL,68,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,JUN,JUN,5,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,JUN,JUN,31,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,JUN,JUN,51,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,MAY,MAY,7,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,MAY,MAY,37,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,MAY,MAY,33,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,APR,APR,4,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,APR,APR,35,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,APR,APR,44,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,MAR,MAR,37,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,MAR,MAR,60,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,MAR,MAR,41,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,FEB,FEB,35,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,FEB,FEB,50,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,FEB,FEB,38,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,JAN,JAN,33,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,JAN,JAN,18,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,JAN,JAN,63,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,DEC,DEC,56,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,DEC,DEC,22,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,DEC,DEC,70,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,62,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,NOV,NOV,50,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,NOV,NOV,7,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,NOV,NOV,73,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,56,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,OCT,OCT,91,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2021,2021,OCT,OCT,11,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2022,2022,OCT,OCT,66,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,48,Mexico,Office of Field Operations,Accompanied Minors,Title 8
2020,2020,SEP,SEP,76,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,SEP,SEP,147,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,SEP,SEP,116,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,AUG,AUG,64,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,AUG,AUG,253,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,AUG,AUG,185,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,JUL,JUL,52,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,JUL,JUL,244,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,JUL,JUL,155,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,JUN,JUN,23,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,JUN,JUN,95,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,JUN,JUN,91,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,MAY,MAY,15,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,MAY,MAY,92,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,MAY,MAY,128,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,APR,APR,13,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,APR,APR,72,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,APR,APR,165,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,MAR,MAR,1,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,MAR,MAR,71,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,MAR,MAR,175,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,FEB,FEB,70,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,FEB,FEB,166,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,JAN,JAN,76,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,JAN,JAN,159,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,DEC,DEC,53,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,DEC,DEC,211,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,167,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,NOV,NOV,63,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,NOV,NOV,207,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,138,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2021,2021,OCT,OCT,79,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2022,2022,OCT,OCT,112,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2023 (FYTD),2023 (FYTD),OCT,OCT,154,Mexico,Office of Field Operations,Accompanied Minors,Title 42
2020,2020,SEP,SEP,62,Mexico,Office of Field Operations,FMUA,all
2021,2021,SEP,SEP,559,Mexico,Office of Field Operations,FMUA,all
2022,2022,SEP,SEP,3048,Mexico,Office of Field Operations,FMUA,all
2020,2020,AUG,AUG,76,Mexico,Office of Field Operations,FMUA,all
2021,2021,AUG,AUG,2918,Mexico,Office of Field Operations,FMUA,all
2022,2022,AUG,AUG,3424,Mexico,Office of Field Operations,FMUA,all
2020,2020,JUL,JUL,44,Mexico,Office of Field Operations,FMUA,all
2021,2021,JUL,JUL,3190,Mexico,Office of Field Operations,FMUA,all
2022,2022,JUL,JUL,2634,Mexico,Office of Field Operations,FMUA,all
2020,2020,JUN,JUN,73,Mexico,Office of Field Operations,FMUA,all
2021,2021,JUN,JUN,2346,Mexico,Office of Field Operations,FMUA,all
2022,2022,JUN,JUN,1766,Mexico,Office of Field Operations,FMUA,all
2020,2020,MAY,MAY,54,Mexico,Office of Field Operations,FMUA,all
