Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2020,2020,AUG,AUG,416,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,AUG,AUG,1,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2022,2022,AUG,AUG,1,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,JUL,JUL,268,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,JUN,JUN,94,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,MAY,MAY,47,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,APR,APR,84,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,MAR,MAR,169,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,MAR,MAR,1,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,FEB,FEB,1,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,2,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,NOV,NOV,309,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,OCT,OCT,453,Guatemala,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,SEP,SEP,4846,Honduras,all,all,all
2021,2021,SEP,SEP,27078,Honduras,all,all,all
2022,2022,SEP,SEP,14417,Honduras,all,all,all
2020,2020,AUG,AUG,4028,Honduras,all,all,all
2021,2021,AUG,AUG,42125,Honduras,all,all,all
2022,2022,AUG,AUG,16219,Honduras,all,all,all
2020,2020,JUL,JUL,2905,Honduras,all,all,all
2021,2021,JUL,JUL,45297,Honduras,all,all,all
2022,2022,JUL,JUL,20340,Honduras,all,all,all
2020,2020,JUN,JUN,2147,Honduras,all,all,all
2021,2021,JUN,JUN,35033,Honduras,all,all,all
2022,2022,JUN,JUN,24177,Honduras,all,all,all
2020,2020,MAY,MAY,1746,Honduras,all,all,all
2021,2021,MAY,MAY,32131,Honduras,all,all,all
2022,2022,MAY,MAY,19730,Honduras,all,all,all
2020,2020,APR,APR,1891,Honduras,all,all,all
2021,2021,APR,APR,38205,Honduras,all,all,all
2022,2022,APR,APR,15734,Honduras,all,all,all
2020,2020,MAR,MAR,3350,Honduras,all,all,all
2021,2021,MAR,MAR,42116,Honduras,all,all,all
2022,2022,MAR,MAR,16213,Honduras,all,all,all
2020,2020,FEB,FEB,2977,Honduras,all,all,all
2021,2021,FEB,FEB,20180,Honduras,all,all,all
2022,2022,FEB,FEB,14075,Honduras,all,all,all
2020,2020,JAN,JAN,2778,Honduras,all,all,all
2021,2021,JAN,JAN,11232,Honduras,all,all,all
2022,2022,JAN,JAN,12011,Honduras,all,all,all
2020,2020,DEC,DEC,4382,Honduras,all,all,all
2021,2021,DEC,DEC,10358,Honduras,all,all,all
2022,2022,DEC,DEC,18141,Honduras,all,all,all
2023 (FYTD),2023 (FYTD),DEC,DEC,13168,Honduras,all,all,all
2020,2020,NOV,NOV,4774,Honduras,all,all,all
2021,2021,NOV,NOV,8199,Honduras,all,all,all
2022,2022,NOV,NOV,20105,Honduras,all,all,all
2023 (FYTD),2023 (FYTD),NOV,NOV,13153,Honduras,all,all,all
2020,2020,OCT,OCT,5719,Honduras,all,all,all
2021,2021,OCT,OCT,7370,Honduras,all,all,all
2022,2022,OCT,OCT,21861,Honduras,all,all,all
2023 (FYTD),2023 (FYTD),OCT,OCT,14097,Honduras,all,all,all
2020,2020,SEP,SEP,595,Honduras,all,all,Title 8
2021,2021,SEP,SEP,13029,Honduras,all,all,Title 8
2022,2022,SEP,SEP,6018,Honduras,all,all,Title 8
2020,2020,AUG,AUG,344,Honduras,all,all,Title 8
2021,2021,AUG,AUG,26552,Honduras,all,all,Title 8
2022,2022,AUG,AUG,6908,Honduras,all,all,Title 8
2020,2020,JUL,JUL,176,Honduras,all,all,Title 8
2021,2021,JUL,JUL,29177,Honduras,all,all,Title 8
2022,2022,JUL,JUL,7926,Honduras,all,all,Title 8
2020,2020,JUN,JUN,106,Honduras,all,all,Title 8
2021,2021,JUN,JUN,18687,Honduras,all,all,Title 8
2022,2022,JUN,JUN,8866,Honduras,all,all,Title 8
2020,2020,MAY,MAY,102,Honduras,all,all,Title 8
2021,2021,MAY,MAY,14020,Honduras,all,all,Title 8
2022,2022,MAY,MAY,7992,Honduras,all,all,Title 8
2020,2020,APR,APR,70,Honduras,all,all,Title 8
2021,2021,APR,APR,16704,Honduras,all,all,Title 8
2022,2022,APR,APR,7122,Honduras,all,all,Title 8
2020,2020,MAR,MAR,2485,Honduras,all,all,Title 8
2021,2021,MAR,MAR,21290,Honduras,all,all,Title 8
2022,2022,MAR,MAR,5198,Honduras,all,all,Title 8
2020,2020,FEB,FEB,2977,Honduras,all,all,Title 8
2021,2021,FEB,FEB,7583,Honduras,all,all,Title 8
2022,2022,FEB,FEB,4275,Honduras,all,all,Title 8
2020,2020,JAN,JAN,2778,Honduras,all,all,Title 8
2021,2021,JAN,JAN,1921,Honduras,all,all,Title 8
2022,2022,JAN,JAN,3162,Honduras,all,all,Title 8
2020,2020,DEC,DEC,4382,Honduras,all,all,Title 8
2021,2021,DEC,DEC,1290,Honduras,all,all,Title 8
2022,2022,DEC,DEC,6015,Honduras,all,all,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,6731,Honduras,all,all,Title 8
2020,2020,NOV,NOV,4774,Honduras,all,all,Title 8
2021,2021,NOV,NOV,911,Honduras,all,all,Title 8
2022,2022,NOV,NOV,7464,Honduras,all,all,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,6850,Honduras,all,all,Title 8
2020,2020,OCT,OCT,5719,Honduras,all,all,Title 8
2021,2021,OCT,OCT,786,Honduras,all,all,Title 8
2022,2022,OCT,OCT,8000,Honduras,all,all,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,7133,Honduras,all,all,Title 8
2020,2020,SEP,SEP,4251,Honduras,all,all,Title 42
2021,2021,SEP,SEP,14049,Honduras,all,all,Title 42
2022,2022,SEP,SEP,8399,Honduras,all,all,Title 42
2020,2020,AUG,AUG,3684,Honduras,all,all,Title 42
2021,2021,AUG,AUG,15573,Honduras,all,all,Title 42
2022,2022,AUG,AUG,9311,Honduras,all,all,Title 42
2020,2020,JUL,JUL,2729,Honduras,all,all,Title 42
2021,2021,JUL,JUL,16120,Honduras,all,all,Title 42
2022,2022,JUL,JUL,12414,Honduras,all,all,Title 42
2020,2020,JUN,JUN,2041,Honduras,all,all,Title 42
2021,2021,JUN,JUN,16346,Honduras,all,all,Title 42
2022,2022,JUN,JUN,15311,Honduras,all,all,Title 42
2020,2020,MAY,MAY,1644,Honduras,all,all,Title 42
2021,2021,MAY,MAY,18111,Honduras,all,all,Title 42
2022,2022,MAY,MAY,11738,Honduras,all,all,Title 42
2020,2020,APR,APR,1821,Honduras,all,all,Title 42
2021,2021,APR,APR,21501,Honduras,all,all,Title 42
2022,2022,APR,APR,8612,Honduras,all,all,Title 42
2020,2020,MAR,MAR,865,Honduras,all,all,Title 42
2021,2021,MAR,MAR,20826,Honduras,all,all,Title 42
2022,2022,MAR,MAR,11015,Honduras,all,all,Title 42
2021,2021,FEB,FEB,12597,Honduras,all,all,Title 42
2022,2022,FEB,FEB,9800,Honduras,all,all,Title 42
2021,2021,JAN,JAN,9311,Honduras,all,all,Title 42
2022,2022,JAN,JAN,8849,Honduras,all,all,Title 42
2021,2021,DEC,DEC,9068,Honduras,all,all,Title 42
2022,2022,DEC,DEC,12126,Honduras,all,all,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,6437,Honduras,all,all,Title 42
2021,2021,NOV,NOV,7288,Honduras,all,all,Title 42
2022,2022,NOV,NOV,12641,Honduras,all,all,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,6303,Honduras,all,all,Title 42
2021,2021,OCT,OCT,6584,Honduras,all,all,Title 42
2022,2022,OCT,OCT,13861,Honduras,all,all,Title 42
2023 (FYTD),2023 (FYTD),OCT,OCT,6964,Honduras,all,all,Title 42
2020,2020,AUG,AUG,2,Honduras,all,Accompanied Minors,all
2021,2021,AUG,AUG,11,Honduras,all,Accompanied Minors,all
2022,2022,AUG,AUG,20,Honduras,all,Accompanied Minors,all
2020,2020,JUL,JUL,3,Honduras,all,Accompanied Minors,all
2021,2021,JUL,JUL,11,Honduras,all,Accompanied Minors,all
2022,2022,JUL,JUL,25,Honduras,all,Accompanied Minors,all
2020,2020,JUN,JUN,6,Honduras,all,Accompanied Minors,all
2021,2021,JUN,JUN,16,Honduras,all,Accompanied Minors,all
2022,2022,JUN,JUN,3,Honduras,all,Accompanied Minors,all
2020,2020,MAY,MAY,1,Honduras,all,Accompanied Minors,all
2021,2021,MAY,MAY,9,Honduras,all,Accompanied Minors,all
2022,2022,MAY,MAY,2,Honduras,all,Accompanied Minors,all
2021,2021,APR,APR,9,Honduras,all,Accompanied Minors,all
2022,2022,APR,APR,3,Honduras,all,Accompanied Minors,all
2021,2021,MAR,MAR,4,Honduras,all,Accompanied Minors,all
2022,2022,MAR,MAR,13,Honduras,all,Accompanied Minors,all
2021,2021,FEB,FEB,12,Honduras,all,Accompanied Minors,all
2022,2022,FEB,FEB,10,Honduras,all,Accompanied Minors,all
2021,2021,JAN,JAN,3,Honduras,all,Accompanied Minors,all
2021,2021,DEC,DEC,4,Honduras,all,Accompanied Minors,all
2022,2022,DEC,DEC,3,Honduras,all,Accompanied Minors,all
2023 (FYTD),2023 (FYTD),DEC,DEC,27,Honduras,all,Accompanied Minors,all
2020,2020,NOV,NOV,2,Honduras,all,Accompanied Minors,all
2021,2021,NOV,NOV,6,Honduras,all,Accompanied Minors,all
2022,2022,NOV,NOV,8,Honduras,all,Accompanied Minors,all
2023 (FYTD),2023 (FYTD),NOV,NOV,2,Honduras,all,Accompanied Minors,all
2021,2021,OCT,OCT,4,Honduras,all,Accompanied Minors,all
2022,2022,OCT,OCT,1,Honduras,all,Accompanied Minors,all
2023 (FYTD),2023 (FYTD),OCT,OCT,7,Honduras,all,Accompanied Minors,all
2020,2020,AUG,AUG,0,Honduras,all,Accompanied Minors,Title 8
2021,2021,AUG,AUG,4,Honduras,all,Accompanied Minors,Title 8
2022,2022,AUG,AUG,2,Honduras,all,Accompanied Minors,Title 8
2020,2020,JUL,JUL,0,Honduras,all,Accompanied Minors,Title 8
2022,2022,JUL,JUL,4,Honduras,all,Accompanied Minors,Title 8
2020,2020,JUN,JUN,0,Honduras,all,Accompanied Minors,Title 8
2021,2021,JUN,JUN,7,Honduras,all,Accompanied Minors,Title 8
2020,2020,MAY,MAY,0,Honduras,all,Accompanied Minors,Title 8
2021,2021,APR,APR,3,Honduras,all,Accompanied Minors,Title 8
2022,2022,APR,APR,1,Honduras,all,Accompanied Minors,Title 8
2022,2022,MAR,MAR,1,Honduras,all,Accompanied Minors,Title 8
2021,2021,FEB,FEB,4,Honduras,all,Accompanied Minors,Title 8
2022,2022,FEB,FEB,3,Honduras,all,Accompanied Minors,Title 8
2021,2021,DEC,DEC,1,Honduras,all,Accompanied Minors,Title 8
2020,2020,NOV,NOV,2,Honduras,all,Accompanied Minors,Title 8
2022,2022,NOV,NOV,4,Honduras,all,Accompanied Minors,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,1,Honduras,all,Accompanied Minors,Title 8
2020,2020,AUG,AUG,2,Honduras,all,Accompanied Minors,Title 42
2021,2021,AUG,AUG,7,Honduras,all,Accompanied Minors,Title 42
2022,2022,AUG,AUG,18,Honduras,all,Accompanied Minors,Title 42
2020,2020,JUL,JUL,3,Honduras,all,Accompanied Minors,Title 42
2021,2021,JUL,JUL,11,Honduras,all,Accompanied Minors,Title 42
2022,2022,JUL,JUL,21,Honduras,all,Accompanied Minors,Title 42
2020,2020,JUN,JUN,6,Honduras,all,Accompanied Minors,Title 42
2021,2021,JUN,JUN,9,Honduras,all,Accompanied Minors,Title 42
2022,2022,JUN,JUN,3,Honduras,all,Accompanied Minors,Title 42
2020,2020,MAY,MAY,1,Honduras,all,Accompanied Minors,Title 42
2021,2021,MAY,MAY,9,Honduras,all,Accompanied Minors,Title 42
2022,2022,MAY,MAY,2,Honduras,all,Accompanied Minors,Title 42
2021,2021,APR,APR,6,Honduras,all,Accompanied Minors,Title 42
2022,2022,APR,APR,2,Honduras,all,Accompanied Minors,Title 42
2021,2021,MAR,MAR,4,Honduras,all,Accompanied Minors,Title 42
2022,2022,MAR,MAR,12,Honduras,all,Accompanied Minors,Title 42
2021,2021,FEB,FEB,8,Honduras,all,Accompanied Minors,Title 42
2022,2022,FEB,FEB,7,Honduras,all,Accompanied Minors,Title 42
2021,2021,JAN,JAN,3,Honduras,all,Accompanied Minors,Title 42
2021,2021,DEC,DEC,3,Honduras,all,Accompanied Minors,Title 42
2022,2022,DEC,DEC,3,Honduras,all,Accompanied Minors,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,27,Honduras,all,Accompanied Minors,Title 42
2021,2021,NOV,NOV,6,Honduras,all,Accompanied Minors,Title 42
2022,2022,NOV,NOV,4,Honduras,all,Accompanied Minors,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,1,Honduras,all,Accompanied Minors,Title 42
2021,2021,OCT,OCT,4,Honduras,all,Accompanied Minors,Title 42
2022,2022,OCT,OCT,1,Honduras,all,Accompanied Minors,Title 42
2023 (FYTD),2023 (FYTD),OCT,OCT,7,Honduras,all,Accompanied Minors,Title 42
2020,2020,SEP,SEP,538,Honduras,all,FMUA,all
2021,2021,SEP,SEP,14056,Honduras,all,FMUA,all
2022,2022,SEP,SEP,3706,Honduras,all,FMUA,all
2020,2020,AUG,AUG,568,Honduras,all,FMUA,all
2021,2021,AUG,AUG,25529,Honduras,all,FMUA,all
2022,2022,AUG,AUG,4887,Honduras,all,FMUA,all
2020,2020,JUL,JUL,375,Honduras,all,FMUA,all
2021,2021,JUL,JUL,26023,Honduras,all,FMUA,all
2022,2022,JUL,JUL,7213,Honduras,all,FMUA,all
2020,2020,JUN,JUN,325,Honduras,all,FMUA,all
2021,2021,JUN,JUN,16697,Honduras,all,FMUA,all
2022,2022,JUN,JUN,9970,Honduras,all,FMUA,all
2020,2020,MAY,MAY,215,Honduras,all,FMUA,all
2021,2021,MAY,MAY,13702,Honduras,all,FMUA,all
2022,2022,MAY,MAY,6999,Honduras,all,FMUA,all
2020,2020,APR,APR,185,Honduras,all,FMUA,all
2021,2021,APR,APR,19764,Honduras,all,FMUA,all
2022,2022,APR,APR,4354,Honduras,all,FMUA,all
2020,2020,MAR,MAR,781,Honduras,all,FMUA,all
2021,2021,MAR,MAR,24961,Honduras,all,FMUA,all
2022,2022,MAR,MAR,4018,Honduras,all,FMUA,all
2020,2020,FEB,FEB,725,Honduras,all,FMUA,all
2021,2021,FEB,FEB,9092,Honduras,all,FMUA,all
2022,2022,FEB,FEB,3868,Honduras,all,FMUA,all
2020,2020,JAN,JAN,806,Honduras,all,FMUA,all
2021,2021,JAN,JAN,1968,Honduras,all,FMUA,all
2022,2022,JAN,JAN,3826,Honduras,all,FMUA,all
2020,2020,DEC,DEC,1626,Honduras,all,FMUA,all
2021,2021,DEC,DEC,1218,Honduras,all,FMUA,all
2022,2022,DEC,DEC,7195,Honduras,all,FMUA,all
2023 (FYTD),2023 (FYTD),DEC,DEC,4292,Honduras,all,FMUA,all
2020,2020,NOV,NOV,2038,Honduras,all,FMUA,all
2021,2021,NOV,NOV,921,Honduras,all,FMUA,all
2022,2022,NOV,NOV,8705,Honduras,all,FMUA,all
2023 (FYTD),2023 (FYTD),NOV,NOV,3696,Honduras,all,FMUA,all
2020,2020,OCT,OCT,2972,Honduras,all,FMUA,all
2021,2021,OCT,OCT,1129,Honduras,all,FMUA,all
2022,2022,OCT,OCT,10452,Honduras,all,FMUA,all
2023 (FYTD),2023 (FYTD),OCT,OCT,4407,Honduras,all,FMUA,all
2020,2020,SEP,SEP,14,Honduras,all,FMUA,Title 8
2021,2021,SEP,SEP,8791,Honduras,all,FMUA,Title 8
2022,2022,SEP,SEP,2063,Honduras,all,FMUA,Title 8
2020,2020,AUG,AUG,64,Honduras,all,FMUA,Title 8
2021,2021,AUG,AUG,19897,Honduras,all,FMUA,Title 8
2022,2022,AUG,AUG,3024,Honduras,all,FMUA,Title 8
2020,2020,JUL,JUL,11,Honduras,all,FMUA,Title 8
2021,2021,JUL,JUL,22316,Honduras,all,FMUA,Title 8
2022,2022,JUL,JUL,2867,Honduras,all,FMUA,Title 8
2020,2020,JUN,JUN,10,Honduras,all,FMUA,Title 8
2021,2021,JUN,JUN,13508,Honduras,all,FMUA,Title 8
2022,2022,JUN,JUN,3345,Honduras,all,FMUA,Title 8
2020,2020,MAY,MAY,10,Honduras,all,FMUA,Title 8
2021,2021,MAY,MAY,9356,Honduras,all,FMUA,Title 8
2022,2022,MAY,MAY,3174,Honduras,all,FMUA,Title 8
2020,2020,APR,APR,7,Honduras,all,FMUA,Title 8
2021,2021,APR,APR,10844,Honduras,all,FMUA,Title 8
2022,2022,APR,APR,1913,Honduras,all,FMUA,Title 8
2020,2020,MAR,MAR,633,Honduras,all,FMUA,Title 8
2021,2021,MAR,MAR,14750,Honduras,all,FMUA,Title 8
2022,2022,MAR,MAR,1150,Honduras,all,FMUA,Title 8
2020,2020,FEB,FEB,725,Honduras,all,FMUA,Title 8
2021,2021,FEB,FEB,4681,Honduras,all,FMUA,Title 8
2022,2022,FEB,FEB,952,Honduras,all,FMUA,Title 8
2020,2020,JAN,JAN,806,Honduras,all,FMUA,Title 8
2021,2021,JAN,JAN,501,Honduras,all,FMUA,Title 8
2022,2022,JAN,JAN,789,Honduras,all,FMUA,Title 8
2020,2020,DEC,DEC,1626,Honduras,all,FMUA,Title 8
2021,2021,DEC,DEC,80,Honduras,all,FMUA,Title 8
2022,2022,DEC,DEC,2806,Honduras,all,FMUA,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,2646,Honduras,all,FMUA,Title 8
2020,2020,NOV,NOV,2038,Honduras,all,FMUA,Title 8
2021,2021,NOV,NOV,42,Honduras,all,FMUA,Title 8
2022,2022,NOV,NOV,3507,Honduras,all,FMUA,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,2451,Honduras,all,FMUA,Title 8
2020,2020,OCT,OCT,2972,Honduras,all,FMUA,Title 8
2021,2021,OCT,OCT,19,Honduras,all,FMUA,Title 8
2022,2022,OCT,OCT,4330,Honduras,all,FMUA,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,3007,Honduras,all,FMUA,Title 8
2020,2020,SEP,SEP,524,Honduras,all,FMUA,Title 42
2021,2021,SEP,SEP,5265,Honduras,all,FMUA,Title 42
2022,2022,SEP,SEP,1643,Honduras,all,FMUA,Title 42
2020,2020,AUG,AUG,504,Honduras,all,FMUA,Title 42
2021,2021,AUG,AUG,5632,Honduras,all,FMUA,Title 42
2022,2022,AUG,AUG,1863,Honduras,all,FMUA,Title 42
2020,2020,JUL,JUL,364,Honduras,all,FMUA,Title 42
2021,2021,JUL,JUL,3707,Honduras,all,FMUA,Title 42
2022,2022,JUL,JUL,4346,Honduras,all,FMUA,Title 42
2020,2020,JUN,JUN,315,Honduras,all,FMUA,Title 42
2021,2021,JUN,JUN,3189,Honduras,all,FMUA,Title 42
2022,2022,JUN,JUN,6625,Honduras,all,FMUA,Title 42
2020,2020,MAY,MAY,205,Honduras,all,FMUA,Title 42
2021,2021,MAY,MAY,4346,Honduras,all,FMUA,Title 42
2022,2022,MAY,MAY,3825,Honduras,all,FMUA,Title 42
2020,2020,APR,APR,178,Honduras,all,FMUA,Title 42
2021,2021,APR,APR,8920,Honduras,all,FMUA,Title 42
2022,2022,APR,APR,2441,Honduras,all,FMUA,Title 42
2020,2020,MAR,MAR,148,Honduras,all,FMUA,Title 42
2021,2021,MAR,MAR,10211,Honduras,all,FMUA,Title 42
2022,2022,MAR,MAR,2868,Honduras,all,FMUA,Title 42
2021,2021,FEB,FEB,4411,Honduras,all,FMUA,Title 42
2022,2022,FEB,FEB,2916,Honduras,all,FMUA,Title 42
2021,2021,JAN,JAN,1467,Honduras,all,FMUA,Title 42
2022,2022,JAN,JAN,3037,Honduras,all,FMUA,Title 42
2021,2021,DEC,DEC,1138,Honduras,all,FMUA,Title 42
2022,2022,DEC,DEC,4389,Honduras,all,FMUA,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,1646,Honduras,all,FMUA,Title 42
2021,2021,NOV,NOV,879,Honduras,all,FMUA,Title 42
2022,2022,NOV,NOV,5198,Honduras,all,FMUA,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,1245,Honduras,all,FMUA,Title 42
2021,2021,OCT,OCT,1110,Honduras,all,FMUA,Title 42
2022,2022,OCT,OCT,6122,Honduras,all,FMUA,Title 42
2023 (FYTD),2023 (FYTD),OCT,OCT,1400,Honduras,all,FMUA,Title 42
2020,2020,SEP,SEP,3709,Honduras,all,Single Adults,all
2021,2021,SEP,SEP,9345,Honduras,all,Single Adults,all
2022,2022,SEP,SEP,7934,Honduras,all,Single Adults,all
2020,2020,AUG,AUG,3064,Honduras,all,Single Adults,all
2021,2021,AUG,AUG,11244,Honduras,all,Single Adults,all
2022,2022,AUG,AUG,8600,Honduras,all,Single Adults,all
2020,2020,JUL,JUL,2168,Honduras,all,Single Adults,all
2021,2021,JUL,JUL,13639,Honduras,all,Single Adults,all
2022,2022,JUL,JUL,9272,Honduras,all,Single Adults,all
2020,2020,JUN,JUN,1629,Honduras,all,Single Adults,all
2021,2021,JUN,JUN,14116,Honduras,all,Single Adults,all
2022,2022,JUN,JUN,9782,Honduras,all,Single Adults,all
2020,2020,MAY,MAY,1473,Honduras,all,Single Adults,all
2021,2021,MAY,MAY,14599,Honduras,all,Single Adults,all
2022,2022,MAY,MAY,8966,Honduras,all,Single Adults,all
2020,2020,APR,APR,1646,Honduras,all,Single Adults,all
2021,2021,APR,APR,13223,Honduras,all,Single Adults,all
2022,2022,APR,APR,8755,Honduras,all,Single Adults,all
2020,2020,MAR,MAR,2059,Honduras,all,Single Adults,all
2021,2021,MAR,MAR,11204,Honduras,all,Single Adults,all
2022,2022,MAR,MAR,8779,Honduras,all,Single Adults,all
2020,2020,FEB,FEB,1765,Honduras,all,Single Adults,all
2021,2021,FEB,FEB,8514,Honduras,all,Single Adults,all
2022,2022,FEB,FEB,7421,Honduras,all,Single Adults,all
2020,2020,JAN,JAN,1591,Honduras,all,Single Adults,all
2021,2021,JAN,JAN,8112,Honduras,all,Single Adults,all
2022,2022,JAN,JAN,6235,Honduras,all,Single Adults,all
2020,2020,DEC,DEC,2227,Honduras,all,Single Adults,all
2021,2021,DEC,DEC,8190,Honduras,all,Single Adults,all
2022,2022,DEC,DEC,8344,Honduras,all,Single Adults,all
2023 (FYTD),2023 (FYTD),DEC,DEC,6213,Honduras,all,Single Adults,all
2020,2020,NOV,NOV,2120,Honduras,all,Single Adults,all
2021,2021,NOV,NOV,6617,Honduras,all,Single Adults,all
2022,2022,NOV,NOV,8019,Honduras,all,Single Adults,all
2023 (FYTD),2023 (FYTD),NOV,NOV,6476,Honduras,all,Single Adults,all
2020,2020,OCT,OCT,2148,Honduras,all,Single Adults,all
2021,2021,OCT,OCT,5468,Honduras,all,Single Adults,all
2022,2022,OCT,OCT,8261,Honduras,all,Single Adults,all
2023 (FYTD),2023 (FYTD),OCT,OCT,7007,Honduras,all,Single Adults,all
2020,2020,SEP,SEP,190,Honduras,all,Single Adults,Title 8
2021,2021,SEP,SEP,561,Honduras,all,Single Adults,Title 8
2022,2022,SEP,SEP,1178,Honduras,all,Single Adults,Title 8
2020,2020,AUG,AUG,126,Honduras,all,Single Adults,Title 8
2021,2021,AUG,AUG,1310,Honduras,all,Single Adults,Title 8
2022,2022,AUG,AUG,1170,Honduras,all,Single Adults,Title 8
2020,2020,JUL,JUL,101,Honduras,all,Single Adults,Title 8
2021,2021,JUL,JUL,1237,Honduras,all,Single Adults,Title 8
2022,2022,JUL,JUL,1225,Honduras,all,Single Adults,Title 8
2020,2020,JUN,JUN,80,Honduras,all,Single Adults,Title 8
2021,2021,JUN,JUN,968,Honduras,all,Single Adults,Title 8
2022,2022,JUN,JUN,1099,Honduras,all,Single Adults,Title 8
2020,2020,MAY,MAY,88,Honduras,all,Single Adults,Title 8
2021,2021,MAY,MAY,843,Honduras,all,Single Adults,Title 8
2022,2022,MAY,MAY,1055,Honduras,all,Single Adults,Title 8
2020,2020,APR,APR,59,Honduras,all,Single Adults,Title 8
2021,2021,APR,APR,648,Honduras,all,Single Adults,Title 8
2022,2022,APR,APR,2586,Honduras,all,Single Adults,Title 8
2020,2020,MAR,MAR,1391,Honduras,all,Single Adults,Title 8
2021,2021,MAR,MAR,593,Honduras,all,Single Adults,Title 8
2022,2022,MAR,MAR,644,Honduras,all,Single Adults,Title 8
2020,2020,FEB,FEB,1765,Honduras,all,Single Adults,Title 8
2021,2021,FEB,FEB,337,Honduras,all,Single Adults,Title 8
2022,2022,FEB,FEB,544,Honduras,all,Single Adults,Title 8
2020,2020,JAN,JAN,1591,Honduras,all,Single Adults,Title 8
2021,2021,JAN,JAN,271,Honduras,all,Single Adults,Title 8
2022,2022,JAN,JAN,423,Honduras,all,Single Adults,Title 8
2020,2020,DEC,DEC,2227,Honduras,all,Single Adults,Title 8
2021,2021,DEC,DEC,263,Honduras,all,Single Adults,Title 8
2022,2022,DEC,DEC,610,Honduras,all,Single Adults,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,1449,Honduras,all,Single Adults,Title 8
2020,2020,NOV,NOV,2120,Honduras,all,Single Adults,Title 8
2021,2021,NOV,NOV,222,Honduras,all,Single Adults,Title 8
2022,2022,NOV,NOV,580,Honduras,all,Single Adults,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,1420,Honduras,all,Single Adults,Title 8
2020,2020,OCT,OCT,2148,Honduras,all,Single Adults,Title 8
2021,2021,OCT,OCT,220,Honduras,all,Single Adults,Title 8
2022,2022,OCT,OCT,523,Honduras,all,Single Adults,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,1450,Honduras,all,Single Adults,Title 8
2020,2020,SEP,SEP,3519,Honduras,all,Single Adults,Title 42
2021,2021,SEP,SEP,8784,Honduras,all,Single Adults,Title 42
2022,2022,SEP,SEP,6756,Honduras,all,Single Adults,Title 42
2020,2020,AUG,AUG,2938,Honduras,all,Single Adults,Title 42
2021,2021,AUG,AUG,9934,Honduras,all,Single Adults,Title 42
2022,2022,AUG,AUG,7430,Honduras,all,Single Adults,Title 42
2020,2020,JUL,JUL,2067,Honduras,all,Single Adults,Title 42
2021,2021,JUL,JUL,12402,Honduras,all,Single Adults,Title 42
2022,2022,JUL,JUL,8047,Honduras,all,Single Adults,Title 42
2020,2020,JUN,JUN,1549,Honduras,all,Single Adults,Title 42
2021,2021,JUN,JUN,13148,Honduras,all,Single Adults,Title 42
2022,2022,JUN,JUN,8683,Honduras,all,Single Adults,Title 42
2020,2020,MAY,MAY,1385,Honduras,all,Single Adults,Title 42
2021,2021,MAY,MAY,13756,Honduras,all,Single Adults,Title 42
2022,2022,MAY,MAY,7911,Honduras,all,Single Adults,Title 42
2020,2020,APR,APR,1587,Honduras,all,Single Adults,Title 42
2021,2021,APR,APR,12575,Honduras,all,Single Adults,Title 42
2022,2022,APR,APR,6169,Honduras,all,Single Adults,Title 42
2020,2020,MAR,MAR,668,Honduras,all,Single Adults,Title 42
2021,2021,MAR,MAR,10611,Honduras,all,Single Adults,Title 42
2022,2022,MAR,MAR,8135,Honduras,all,Single Adults,Title 42
