Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,"30,519",Single Adults,Mexico,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,"28,250",Single Adults,Mexico,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,"23,792",Single Adults,Mexico,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,"28,142",Single Adults,Mexico,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,"32,026",Single Adults,Mexico,Title 8
%all%,%all%,%all%,%all%,%all%,%all%,"474,234",%many-values%,Mexico,Title 8
%all%,%all%,%all%,%all%,JUL,JUL,"41,736",%many-values%,Mexico,Title 8
%all%,%all%,%all%,%all%,JUN,JUN,"42,387",%many-values%,Mexico,Title 8
%all%,%all%,%all%,%all%,MAY,MAY,"44,908",%many-values%,Mexico,Title 8
%all%,%all%,%all%,%all%,APR,APR,"40,671",%many-values%,Mexico,Title 8
%all%,%all%,%all%,%all%,MAR,MAR,"55,291",%many-values%,Mexico,Title 8
%all%,%all%,%all%,%all%,FEB,FEB,"52,298",%many-values%,Mexico,Title 8
%all%,%all%,%all%,%all%,JAN,JAN,"50,127",%many-values%,Mexico,Title 8
%all%,%all%,%all%,%all%,DEC,DEC,"45,093",%many-values%,Mexico,Title 8
%all%,%all%,%all%,%all%,NOV,NOV,"49,871",%many-values%,Mexico,Title 8
%all%,%all%,%all%,%all%,OCT,OCT,"51,852",%many-values%,Mexico,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,"40,934",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,"4,965",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,"4,614",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,"4,408",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,"4,033",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,"4,100",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,"3,929",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,"3,688",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,"3,712",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,"3,985",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,"3,500",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,"2,588",Accompanied Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUL,JUL,451,Accompanied Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUN,JUN,209,Accompanied Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,235,Accompanied Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,250,Accompanied Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,247,Accompanied Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,236,Accompanied Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,235,Accompanied Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,264,Accompanied Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,270,Accompanied Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,191,Accompanied Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,175,UC / Single Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,31,UC / Single Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,27,UC / Single Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,15,UC / Single Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,16,UC / Single Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,2,UC / Single Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,1,UC / Single Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,2,UC / Single Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,35,UC / Single Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,46,UC / Single Minors,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,"38,171",Single Adults,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,"4,483",Single Adults,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,"4,378",Single Adults,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,"4,158",Single Adults,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,"3,767",Single Adults,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,"3,851",Single Adults,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,"3,692",Single Adults,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,"3,453",Single Adults,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,"3,446",Single Adults,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,"3,680",Single Adults,Mexico,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,"3,263",Single Adults,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,"1,120,880",%many-values%,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,"119,714",%many-values%,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,"133,070",%many-values%,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,"141,144",%many-values%,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,"136,914",%many-values%,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,"134,640",%many-values%,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,"99,774",%many-values%,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,"85,701",%many-values%,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,"76,230",%many-values%,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,"93,391",%many-values%,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,"100,302",%many-values%,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,"7,817",UC / Single Minors,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,"1,594",UC / Single Minors,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,"1,230",UC / Single Minors,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,820,UC / Single Minors,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,500,UC / Single Minors,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,225,UC / Single Minors,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,2,UC / Single Minors,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,18,UC / Single Minors,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,"1,102",UC / Single Minors,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,"2,326",UC / Single Minors,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"30,679",FMUA,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,"3,501",FMUA,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,"3,505",FMUA,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,"3,743",FMUA,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,"3,505",FMUA,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,"3,446",FMUA,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,"2,508",FMUA,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,"2,133",FMUA,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"2,429",FMUA,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,"3,029",FMUA,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,"2,880",FMUA,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"1,082,384",Single Adults,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,"114,619",Single Adults,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,"128,335",Single Adults,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,"136,581",Single Adults,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"132,909",Single Adults,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,"130,969",Single Adults,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,"97,264",Single Adults,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,"83,550",Single Adults,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,"73,801",Single Adults,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,"89,260",Single Adults,Mexico,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,"95,096",Single Adults,Mexico,Title 42
%all%,%all%,%all%,%all%,%all%,%all%,"1,161,814",%many-values%,Mexico,Title 42
%all%,%all%,%all%,%all%,JUL,JUL,"124,679",%many-values%,Mexico,Title 42
%all%,%all%,%all%,%all%,JUN,JUN,"137,684",%many-values%,Mexico,Title 42
%all%,%all%,%all%,%all%,MAY,MAY,"145,552",%many-values%,Mexico,Title 42
%all%,%all%,%all%,%all%,APR,APR,"140,947",%many-values%,Mexico,Title 42
%all%,%all%,%all%,%all%,MAR,MAR,"138,740",%many-values%,Mexico,Title 42
%all%,%all%,%all%,%all%,FEB,FEB,"103,703",%many-values%,Mexico,Title 42
%all%,%all%,%all%,%all%,JAN,JAN,"89,389",%many-values%,Mexico,Title 42
%all%,%all%,%all%,%all%,DEC,DEC,"79,942",%many-values%,Mexico,Title 42
%all%,%all%,%all%,%all%,NOV,NOV,"97,376",%many-values%,Mexico,Title 42
%all%,%all%,%all%,%all%,OCT,OCT,"103,802",%many-values%,Mexico,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,"112,116",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,"13,303",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,"11,984",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,"12,796",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,"28,753",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,"9,887",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,"5,391",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,"5,984",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,"8,399",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,"7,833",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,"7,786",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,436,Accompanied Minors,Other,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUL,JUL,47,Accompanied Minors,Other,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUN,JUN,63,Accompanied Minors,Other,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,89,Accompanied Minors,Other,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,81,Accompanied Minors,Other,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,44,Accompanied Minors,Other,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,17,Accompanied Minors,Other,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,26,Accompanied Minors,Other,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,24,Accompanied Minors,Other,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,23,Accompanied Minors,Other,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,22,Accompanied Minors,Other,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,706,UC / Single Minors,Other,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,56,UC / Single Minors,Other,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,47,UC / Single Minors,Other,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,56,UC / Single Minors,Other,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,162,UC / Single Minors,Other,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,71,UC / Single Minors,Other,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,62,UC / Single Minors,Other,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,50,UC / Single Minors,Other,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,75,UC / Single Minors,Other,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,66,UC / Single Minors,Other,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,61,UC / Single Minors,Other,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,"52,710",FMUA,Other,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUL,JUL,"6,135",FMUA,Other,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,"5,949",FMUA,Other,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,"5,927",FMUA,Other,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,"16,532",FMUA,Other,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,"4,484",FMUA,Other,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,"2,233",FMUA,Other,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,"2,346",FMUA,Other,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,"3,365",FMUA,Other,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,"2,906",FMUA,Other,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,"2,833",FMUA,Other,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,"58,264",Single Adults,Other,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,"7,065",Single Adults,Other,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,"5,925",Single Adults,Other,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,"6,724",Single Adults,Other,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,"11,978",Single Adults,Other,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,"5,288",Single Adults,Other,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,"3,079",Single Adults,Other,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,"3,562",Single Adults,Other,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,"4,935",Single Adults,Other,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,"4,838",Single Adults,Other,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,"4,870",Single Adults,Other,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,"1,071,568",%many-values%,Other,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,"158,101",%many-values%,Other,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,"136,475",%many-values%,Other,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,"159,532",%many-values%,Other,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,"127,340",%many-values%,Other,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,"116,387",%many-values%,Other,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,"72,744",%many-values%,Other,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,"78,094",%many-values%,Other,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,"92,801",%many-values%,Other,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,"71,823",%many-values%,Other,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,"58,271",%many-values%,Other,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,"15,492",UC / Single Minors,Other,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,"2,384",UC / Single Minors,Other,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,"1,880",UC / Single Minors,Other,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,"2,250",UC / Single Minors,Other,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,"1,768",UC / Single Minors,Other,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,"1,658",UC / Single Minors,Other,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,"1,147",UC / Single Minors,Other,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,"1,170",UC / Single Minors,Other,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,"1,268",UC / Single Minors,Other,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,"1,084",UC / Single Minors,Other,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,883,UC / Single Minors,Other,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"413,993",FMUA,Other,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,"66,383",FMUA,Other,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,"54,536",FMUA,Other,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,"62,427",FMUA,Other,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,"46,431",FMUA,Other,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,"38,834",FMUA,Other,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,"23,251",FMUA,Other,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,"28,300",FMUA,Other,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"39,466",FMUA,Other,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,"29,580",FMUA,Other,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,"24,785",FMUA,Other,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"642,083",Single Adults,Other,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,"89,334",Single Adults,Other,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,"80,059",Single Adults,Other,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,"94,855",Single Adults,Other,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"79,141",Single Adults,Other,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,"75,895",Single Adults,Other,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,"48,346",Single Adults,Other,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,"48,624",Single Adults,Other,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,"52,067",Single Adults,Other,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,"41,159",Single Adults,Other,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,"32,603",Single Adults,Other,all
%all%,%all%,%all%,%all%,%all%,%all%,"1,183,684",%many-values%,Other,all
%all%,%all%,%all%,%all%,JUL,JUL,"171,404",%many-values%,Other,all
%all%,%all%,%all%,%all%,JUN,JUN,"148,459",%many-values%,Other,all
%all%,%all%,%all%,%all%,MAY,MAY,"172,328",%many-values%,Other,all
%all%,%all%,%all%,%all%,APR,APR,"156,093",%many-values%,Other,all
%all%,%all%,%all%,%all%,MAR,MAR,"126,274",%many-values%,Other,all
%all%,%all%,%all%,%all%,FEB,FEB,"78,135",%many-values%,Other,all
%all%,%all%,%all%,%all%,JAN,JAN,"84,078",%many-values%,Other,all
%all%,%all%,%all%,%all%,DEC,DEC,"101,200",%many-values%,Other,all
%all%,%all%,%all%,%all%,NOV,NOV,"79,656",%many-values%,Other,all
%all%,%all%,%all%,%all%,OCT,OCT,"66,057",%many-values%,Other,all
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,"110,187",%many-values%,Other,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,"13,084",%many-values%,Other,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,"11,710",%many-values%,Other,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,"12,470",%many-values%,Other,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,"28,515",%many-values%,Other,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,"9,695",%many-values%,Other,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,"5,259",%many-values%,Other,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,"5,848",%many-values%,Other,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,"8,224",%many-values%,Other,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,"7,685",%many-values%,Other,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,"7,697",%many-values%,Other,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,133,Accompanied Minors,Other,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUL,JUL,12,Accompanied Minors,Other,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUN,JUN,12,Accompanied Minors,Other,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,10,Accompanied Minors,Other,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,43,Accompanied Minors,Other,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,15,Accompanied Minors,Other,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,7,Accompanied Minors,Other,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,6,Accompanied Minors,Other,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,8,Accompanied Minors,Other,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,5,Accompanied Minors,Other,Title 8
